name,number,ad_id
Restaurant,25,ad_878
Monument historique,1,ad_878
Théâtre,2,ad_878
"Parc, Jardin et Square",3,ad_878
Terrain et Salle de sport,4,ad_878
Banque,1,ad_878
Boucherie,7,ad_878
Boulangerie,9,ad_878
Bureau de poste,2,ad_878
Marché de quartier,1,ad_878
Presse et Tabac,3,ad_878
Supérette,7,ad_878
Supermarché et Hypermarché,9,ad_878
Collège,2,ad_878
Ecole maternelle,6,ad_878
Ecole primaire,6,ad_878
Enseignement supérieur,1,ad_878
Crèche,9,ad_878
Ludothèque,1,ad_878
Autolib',5,ad_878
Location de vélo,9,ad_878
Station de taxi,2,ad_878
Vélib',9,ad_878
Médecin généraliste,18,ad_878
Médecin spécialiste,2,ad_878
Pharmacie,16,ad_878
Bar,4,ad_469
Restaurant,19,ad_469
Monument historique,2,ad_469
Théâtre,1,ad_469
"Parc, Jardin et Square",6,ad_469
Terrain et Salle de sport,6,ad_469
Banque,6,ad_469
Boucherie,2,ad_469
Boulangerie,7,ad_469
Bureau de poste,2,ad_469
Marché de quartier,1,ad_469
Presse et Tabac,3,ad_469
Supérette,5,ad_469
Supermarché et Hypermarché,7,ad_469
Collège,8,ad_469
Ecole maternelle,3,ad_469
Ecole primaire,9,ad_469
Enseignement supérieur,2,ad_469
Lycée,2,ad_469
Crèche,3,ad_469
Ludothèque,2,ad_469
Autolib',3,ad_469
Location de vélo,7,ad_469
Vélib',6,ad_469
Médecin généraliste,20,ad_469
Médecin spécialiste,7,ad_469
Pharmacie,11,ad_469
Bar,15,ad_934
Restaurant,64,ad_934
Monument historique,3,ad_934
Théâtre,1,ad_934
"Parc, Jardin et Square",3,ad_934
Terrain et Salle de sport,8,ad_934
Banque,4,ad_934
Boucherie,8,ad_934
Boulangerie,23,ad_934
Bureau de poste,3,ad_934
Marché de quartier,2,ad_934
Presse et Tabac,2,ad_934
Supérette,12,ad_934
Supermarché et Hypermarché,18,ad_934
Collège,3,ad_934
Ecole maternelle,7,ad_934
Ecole primaire,9,ad_934
Enseignement supérieur,2,ad_934
Lycée,1,ad_934
Crèche,12,ad_934
Autolib',7,ad_934
Location de vélo,14,ad_934
Parking,1,ad_934
Station de taxi,2,ad_934
Vélib',13,ad_934
Médecin généraliste,43,ad_934
Médecin spécialiste,27,ad_934
Pharmacie,20,ad_934
Bar,10,ad_1711
Restaurant,41,ad_1711
Monument historique,16,ad_1711
"Parc, Jardin et Square",36,ad_1711
Salle de musculation / cardiotraining,2,ad_1711
Terrain et Salle de sport,18,ad_1711
Banque,13,ad_1711
Boucherie,6,ad_1711
Boulangerie,22,ad_1711
Bureau de poste,3,ad_1711
Marché de quartier,2,ad_1711
Presse et Tabac,9,ad_1711
Supérette,7,ad_1711
Supermarché et Hypermarché,16,ad_1711
Collège,4,ad_1711
Ecole maternelle,5,ad_1711
Ecole primaire,8,ad_1711
Enseignement supérieur,5,ad_1711
Lycée,5,ad_1711
Crèche,5,ad_1711
Autolib',8,ad_1711
Location de vélo,7,ad_1711
Parking,4,ad_1711
Station de taxi,4,ad_1711
Station service,6,ad_1711
Vélib',10,ad_1711
Médecin généraliste,38,ad_1711
Médecin spécialiste,76,ad_1711
Pharmacie,13,ad_1711
Bar,10,ad_441
Restaurant,25,ad_441
Monument historique,1,ad_441
Théâtre,2,ad_441
"Parc, Jardin et Square",3,ad_441
Terrain et Salle de sport,4,ad_441
Banque,1,ad_441
Boucherie,7,ad_441
Boulangerie,9,ad_441
Bureau de poste,2,ad_441
Marché de quartier,1,ad_441
Presse et Tabac,3,ad_441
Supérette,7,ad_441
Supermarché et Hypermarché,9,ad_441
Collège,2,ad_441
Ecole maternelle,6,ad_441
Ecole primaire,6,ad_441
Enseignement supérieur,1,ad_441
Crèche,9,ad_441
Ludothèque,1,ad_441
Autolib',5,ad_441
Location de vélo,9,ad_441
Station de taxi,2,ad_441
Vélib',9,ad_441
Médecin généraliste,18,ad_441
Médecin spécialiste,2,ad_441
Pharmacie,16,ad_441
Bar,12,ad_293
Restaurant,24,ad_293
Monument historique,15,ad_293
Théâtre,2,ad_293
"Parc, Jardin et Square",1,ad_293
Terrain et Salle de sport,3,ad_293
Banque,9,ad_293
Boucherie,2,ad_293
Boulangerie,9,ad_293
Bureau de poste,2,ad_293
Marché de quartier,1,ad_293
Presse et Tabac,2,ad_293
Supérette,3,ad_293
Supermarché et Hypermarché,2,ad_293
Collège,2,ad_293
Ecole maternelle,1,ad_293
Ecole primaire,1,ad_293
Lycée,5,ad_293
Crèche,2,ad_293
Autolib',4,ad_293
Location de vélo,3,ad_293
Station de taxi,1,ad_293
Vélib',3,ad_293
Médecin généraliste,7,ad_293
Médecin spécialiste,7,ad_293
Pharmacie,4,ad_293
Bar,3,ad_1997
Restaurant,26,ad_1997
Théâtre,3,ad_1997
Cinéma,1,ad_1997
"Parc, Jardin et Square",5,ad_1997
Terrain et Salle de sport,21,ad_1997
Banque,14,ad_1997
Boucherie,3,ad_1997
Boulangerie,8,ad_1997
Bureau de poste,2,ad_1997
Presse et Tabac,3,ad_1997
Supérette,13,ad_1997
Supermarché et Hypermarché,12,ad_1997
Collège,3,ad_1997
Ecole maternelle,4,ad_1997
Ecole primaire,9,ad_1997
Lycée,5,ad_1997
Crèche,9,ad_1997
Autolib',6,ad_1997
Location de vélo,14,ad_1997
Parking,2,ad_1997
Vélib',13,ad_1997
Médecin généraliste,22,ad_1997
Médecin spécialiste,20,ad_1997
Pharmacie,10,ad_1997
Bar,11,ad_2046
Restaurant,62,ad_2046
Monument historique,21,ad_2046
Théâtre,3,ad_2046
Cinéma,4,ad_2046
"Parc, Jardin et Square",15,ad_2046
Terrain et Salle de sport,5,ad_2046
Banque,9,ad_2046
Bureau de poste,1,ad_2046
Presse et Tabac,9,ad_2046
Supérette,2,ad_2046
Supermarché et Hypermarché,4,ad_2046
Collège,2,ad_2046
Ecole primaire,2,ad_2046
Enseignement supérieur,6,ad_2046
Lycée,4,ad_2046
Crèche,2,ad_2046
Autolib',5,ad_2046
Location de vélo,14,ad_2046
Parking,8,ad_2046
Station de taxi,7,ad_2046
Station service,3,ad_2046
Vélib',15,ad_2046
Médecin généraliste,27,ad_2046
Médecin spécialiste,66,ad_2046
Pharmacie,7,ad_2046
Bar,6,ad_937
Restaurant,61,ad_937
Monument historique,6,ad_937
Théâtre,1,ad_937
"Parc, Jardin et Square",7,ad_937
Salle de musculation / cardiotraining,1,ad_937
Terrain et Salle de sport,14,ad_937
Banque,8,ad_937
Boucherie,5,ad_937
Boulangerie,9,ad_937
Bureau de poste,2,ad_937
Marché de quartier,1,ad_937
Presse et Tabac,3,ad_937
Supérette,6,ad_937
Supermarché et Hypermarché,10,ad_937
Collège,1,ad_937
Ecole maternelle,3,ad_937
Ecole primaire,5,ad_937
Enseignement supérieur,7,ad_937
Lycée,4,ad_937
Crèche,8,ad_937
Autolib',5,ad_937
Location de vélo,12,ad_937
Parking,2,ad_937
Station service,3,ad_937
Vélib',14,ad_937
Médecin généraliste,29,ad_937
Médecin spécialiste,48,ad_937
Pharmacie,15,ad_937
Bar,23,ad_1662
Restaurant,57,ad_1662
Monument historique,16,ad_1662
Théâtre,3,ad_1662
Cinéma,3,ad_1662
"Parc, Jardin et Square",4,ad_1662
Terrain et Salle de sport,19,ad_1662
Banque,9,ad_1662
Boucherie,1,ad_1662
Boulangerie,9,ad_1662
Bureau de poste,3,ad_1662
Presse et Tabac,4,ad_1662
Supérette,8,ad_1662
Supermarché et Hypermarché,20,ad_1662
Collège,2,ad_1662
Ecole maternelle,5,ad_1662
Ecole primaire,6,ad_1662
Enseignement supérieur,9,ad_1662
Lycée,3,ad_1662
Crèche,7,ad_1662
Autolib',8,ad_1662
Location de vélo,8,ad_1662
Parking,1,ad_1662
Station service,1,ad_1662
Vélib',10,ad_1662
Médecin généraliste,27,ad_1662
Médecin spécialiste,38,ad_1662
Pharmacie,15,ad_1662
Bar,5,ad_1967
Restaurant,33,ad_1967
Monument historique,1,ad_1967
"Parc, Jardin et Square",7,ad_1967
Terrain et Salle de sport,8,ad_1967
Banque,6,ad_1967
Boucherie,3,ad_1967
Boulangerie,9,ad_1967
Bureau de poste,1,ad_1967
Marché de quartier,1,ad_1967
Presse et Tabac,1,ad_1967
Supérette,4,ad_1967
Supermarché et Hypermarché,8,ad_1967
Collège,2,ad_1967
Ecole maternelle,4,ad_1967
Ecole primaire,8,ad_1967
Enseignement supérieur,3,ad_1967
Lycée,1,ad_1967
Crèche,16,ad_1967
Autolib',5,ad_1967
Location de vélo,6,ad_1967
Parking,2,ad_1967
Station de taxi,4,ad_1967
Station service,1,ad_1967
Vélib',8,ad_1967
Médecin généraliste,8,ad_1967
Médecin spécialiste,11,ad_1967
Pharmacie,10,ad_1967
Bar,16,ad_882
Restaurant,57,ad_882
Monument historique,15,ad_882
Théâtre,2,ad_882
"Parc, Jardin et Square",36,ad_882
Terrain et Salle de sport,6,ad_882
Banque,18,ad_882
Boucherie,6,ad_882
Boulangerie,12,ad_882
Bureau de poste,4,ad_882
Marché de quartier,1,ad_882
Presse et Tabac,8,ad_882
Supérette,2,ad_882
Supermarché et Hypermarché,6,ad_882
Collège,2,ad_882
Ecole maternelle,3,ad_882
Ecole primaire,8,ad_882
Enseignement supérieur,3,ad_882
Lycée,2,ad_882
Crèche,4,ad_882
Autolib',11,ad_882
Location de vélo,6,ad_882
Parking,3,ad_882
Station de taxi,12,ad_882
Station service,3,ad_882
Vélib',10,ad_882
Médecin généraliste,75,ad_882
Médecin spécialiste,210,ad_882
Pharmacie,20,ad_882
Bar,13,ad_71
Restaurant,32,ad_71
Théâtre,3,ad_71
Cinéma,1,ad_71
"Parc, Jardin et Square",3,ad_71
Terrain et Salle de sport,15,ad_71
Banque,12,ad_71
Boucherie,5,ad_71
Boulangerie,16,ad_71
Bureau de poste,3,ad_71
Marché de quartier,2,ad_71
Presse et Tabac,2,ad_71
Supérette,5,ad_71
Supermarché et Hypermarché,12,ad_71
Collège,8,ad_71
Ecole maternelle,6,ad_71
Ecole primaire,10,ad_71
Lycée,4,ad_71
Crèche,12,ad_71
Ludothèque,2,ad_71
Autolib',9,ad_71
Location de vélo,12,ad_71
Station de taxi,3,ad_71
Station service,8,ad_71
Vélib',15,ad_71
Hôpital,1,ad_71
Médecin généraliste,33,ad_71
Médecin spécialiste,40,ad_71
Pharmacie,13,ad_71
Bar,17,ad_824
Restaurant,47,ad_824
Monument historique,2,ad_824
"Parc, Jardin et Square",3,ad_824
Salle de musculation / cardiotraining,1,ad_824
Terrain et Salle de sport,4,ad_824
Banque,2,ad_824
Boucherie,3,ad_824
Boulangerie,3,ad_824
Bureau de poste,1,ad_824
Marché de quartier,1,ad_824
Supérette,3,ad_824
Supermarché et Hypermarché,6,ad_824
Ecole maternelle,1,ad_824
Ecole primaire,5,ad_824
Enseignement supérieur,3,ad_824
Crèche,8,ad_824
Autolib',5,ad_824
Location de vélo,6,ad_824
Parking,2,ad_824
Vélib',6,ad_824
Médecin généraliste,6,ad_824
Médecin spécialiste,9,ad_824
Pharmacie,10,ad_824
Bar,21,ad_1730
Restaurant,66,ad_1730
Monument historique,15,ad_1730
Théâtre,5,ad_1730
Cinéma,1,ad_1730
"Parc, Jardin et Square",1,ad_1730
Terrain et Salle de sport,7,ad_1730
Banque,6,ad_1730
Boucherie,6,ad_1730
Boulangerie,11,ad_1730
Bureau de poste,3,ad_1730
Marché de quartier,1,ad_1730
Presse et Tabac,6,ad_1730
Supérette,5,ad_1730
Supermarché et Hypermarché,11,ad_1730
Collège,1,ad_1730
Ecole maternelle,3,ad_1730
Ecole primaire,4,ad_1730
Enseignement supérieur,2,ad_1730
Lycée,3,ad_1730
Crèche,11,ad_1730
Autolib',2,ad_1730
Location de vélo,10,ad_1730
Station de taxi,1,ad_1730
Vélib',11,ad_1730
Médecin généraliste,16,ad_1730
Médecin spécialiste,11,ad_1730
Pharmacie,12,ad_1730
Bar,13,ad_2004
Restaurant,32,ad_2004
Théâtre,3,ad_2004
Cinéma,1,ad_2004
"Parc, Jardin et Square",3,ad_2004
Terrain et Salle de sport,15,ad_2004
Banque,12,ad_2004
Boucherie,5,ad_2004
Boulangerie,16,ad_2004
Bureau de poste,3,ad_2004
Marché de quartier,2,ad_2004
Presse et Tabac,2,ad_2004
Supérette,5,ad_2004
Supermarché et Hypermarché,12,ad_2004
Collège,8,ad_2004
Ecole maternelle,6,ad_2004
Ecole primaire,10,ad_2004
Lycée,4,ad_2004
Crèche,12,ad_2004
Ludothèque,2,ad_2004
Autolib',9,ad_2004
Location de vélo,12,ad_2004
Station de taxi,3,ad_2004
Station service,8,ad_2004
Vélib',15,ad_2004
Hôpital,1,ad_2004
Médecin généraliste,33,ad_2004
Médecin spécialiste,40,ad_2004
Pharmacie,13,ad_2004
Bar,5,ad_1753
Restaurant,34,ad_1753
Monument historique,1,ad_1753
"Parc, Jardin et Square",3,ad_1753
Salle de musculation / cardiotraining,1,ad_1753
Terrain et Salle de sport,7,ad_1753
Banque,10,ad_1753
Boucherie,4,ad_1753
Boulangerie,9,ad_1753
Bureau de poste,1,ad_1753
Presse et Tabac,4,ad_1753
Supérette,5,ad_1753
Supermarché et Hypermarché,10,ad_1753
Collège,2,ad_1753
Ecole maternelle,5,ad_1753
Ecole primaire,2,ad_1753
Lycée,1,ad_1753
Crèche,2,ad_1753
Autolib',5,ad_1753
Location de vélo,11,ad_1753
Parking,2,ad_1753
Station de taxi,2,ad_1753
Station service,1,ad_1753
Vélib',9,ad_1753
Médecin généraliste,18,ad_1753
Médecin spécialiste,42,ad_1753
Pharmacie,11,ad_1753
Bar,5,ad_1575
Restaurant,16,ad_1575
Monument historique,2,ad_1575
"Parc, Jardin et Square",1,ad_1575
Terrain et Salle de sport,10,ad_1575
Banque,3,ad_1575
Boulangerie,7,ad_1575
Bureau de poste,2,ad_1575
Presse et Tabac,3,ad_1575
Supérette,4,ad_1575
Supermarché et Hypermarché,5,ad_1575
Collège,2,ad_1575
Ecole maternelle,8,ad_1575
Ecole primaire,7,ad_1575
Lycée,1,ad_1575
Crèche,8,ad_1575
Autolib',5,ad_1575
Location de vélo,2,ad_1575
Vélib',3,ad_1575
Médecin généraliste,16,ad_1575
Médecin spécialiste,10,ad_1575
Pharmacie,5,ad_1575
Bar,2,ad_952
Restaurant,21,ad_952
Monument historique,2,ad_952
"Parc, Jardin et Square",3,ad_952
Terrain et Salle de sport,3,ad_952
Banque,6,ad_952
Boucherie,5,ad_952
Boulangerie,10,ad_952
Presse et Tabac,1,ad_952
Supérette,6,ad_952
Supermarché et Hypermarché,12,ad_952
Collège,2,ad_952
Ecole primaire,3,ad_952
Enseignement supérieur,4,ad_952
Lycée,2,ad_952
Crèche,1,ad_952
Autolib',3,ad_952
Location de vélo,5,ad_952
Vélib',5,ad_952
Médecin généraliste,28,ad_952
Médecin spécialiste,11,ad_952
Pharmacie,7,ad_952
Bar,3,ad_1493
Restaurant,33,ad_1493
Monument historique,2,ad_1493
Cinéma,1,ad_1493
"Parc, Jardin et Square",2,ad_1493
Terrain et Salle de sport,7,ad_1493
Banque,3,ad_1493
Boucherie,1,ad_1493
Boulangerie,11,ad_1493
Bureau de poste,2,ad_1493
Marché de quartier,1,ad_1493
Presse et Tabac,2,ad_1493
Supérette,8,ad_1493
Supermarché et Hypermarché,10,ad_1493
Collège,8,ad_1493
Ecole maternelle,3,ad_1493
Ecole primaire,5,ad_1493
Enseignement supérieur,1,ad_1493
Lycée,5,ad_1493
Crèche,14,ad_1493
Autolib',4,ad_1493
Location de vélo,8,ad_1493
Parking,3,ad_1493
Station service,6,ad_1493
Vélib',11,ad_1493
Médecin généraliste,29,ad_1493
Médecin spécialiste,13,ad_1493
Pharmacie,6,ad_1493
Bar,5,ad_1889
Restaurant,26,ad_1889
Monument historique,4,ad_1889
Théâtre,1,ad_1889
"Parc, Jardin et Square",9,ad_1889
Terrain et Salle de sport,11,ad_1889
Banque,5,ad_1889
Boucherie,2,ad_1889
Boulangerie,7,ad_1889
Bureau de poste,2,ad_1889
Presse et Tabac,3,ad_1889
Supérette,3,ad_1889
Supermarché et Hypermarché,7,ad_1889
Collège,2,ad_1889
Ecole maternelle,2,ad_1889
Ecole primaire,7,ad_1889
Enseignement supérieur,1,ad_1889
Lycée,7,ad_1889
Crèche,2,ad_1889
Autolib',4,ad_1889
Location de vélo,9,ad_1889
Station de taxi,1,ad_1889
Station service,1,ad_1889
Vélib',12,ad_1889
Médecin généraliste,25,ad_1889
Médecin spécialiste,27,ad_1889
Pharmacie,6,ad_1889
Bar,16,ad_1337
Restaurant,48,ad_1337
Monument historique,19,ad_1337
Théâtre,2,ad_1337
Cinéma,1,ad_1337
"Parc, Jardin et Square",2,ad_1337
Terrain et Salle de sport,4,ad_1337
Banque,3,ad_1337
Boucherie,1,ad_1337
Boulangerie,8,ad_1337
Bureau de poste,2,ad_1337
Presse et Tabac,4,ad_1337
Supérette,6,ad_1337
Supermarché et Hypermarché,11,ad_1337
Ecole maternelle,3,ad_1337
Ecole primaire,3,ad_1337
Enseignement supérieur,4,ad_1337
Lycée,1,ad_1337
Crèche,4,ad_1337
Autolib',5,ad_1337
Location de vélo,8,ad_1337
Parking,3,ad_1337
Vélib',10,ad_1337
Médecin généraliste,10,ad_1337
Médecin spécialiste,3,ad_1337
Pharmacie,9,ad_1337
Bar,9,ad_690
Restaurant,16,ad_690
Monument historique,3,ad_690
Cinéma,2,ad_690
"Parc, Jardin et Square",3,ad_690
Terrain et Salle de sport,4,ad_690
Banque,10,ad_690
Boucherie,1,ad_690
Boulangerie,10,ad_690
Bureau de poste,1,ad_690
Marché de quartier,1,ad_690
Presse et Tabac,2,ad_690
Supérette,3,ad_690
Supermarché et Hypermarché,4,ad_690
Collège,2,ad_690
Ecole maternelle,1,ad_690
Ecole primaire,3,ad_690
Lycée,2,ad_690
Crèche,9,ad_690
Autolib',5,ad_690
Location de vélo,7,ad_690
Parking,1,ad_690
Station service,1,ad_690
Vélib',5,ad_690
Médecin généraliste,20,ad_690
Médecin spécialiste,36,ad_690
Pharmacie,7,ad_690
Bar,16,ad_1867
Restaurant,57,ad_1867
Monument historique,15,ad_1867
Théâtre,2,ad_1867
"Parc, Jardin et Square",36,ad_1867
Terrain et Salle de sport,6,ad_1867
Banque,18,ad_1867
Boucherie,6,ad_1867
Boulangerie,12,ad_1867
Bureau de poste,4,ad_1867
Marché de quartier,1,ad_1867
Presse et Tabac,8,ad_1867
Supérette,2,ad_1867
Supermarché et Hypermarché,6,ad_1867
Collège,2,ad_1867
Ecole maternelle,3,ad_1867
Ecole primaire,8,ad_1867
Enseignement supérieur,3,ad_1867
Lycée,2,ad_1867
Crèche,4,ad_1867
Autolib',11,ad_1867
Location de vélo,6,ad_1867
Parking,3,ad_1867
Station de taxi,12,ad_1867
Station service,3,ad_1867
Vélib',10,ad_1867
Médecin généraliste,75,ad_1867
Médecin spécialiste,210,ad_1867
Pharmacie,20,ad_1867
Bar,26,ad_2013
Restaurant,73,ad_2013
Monument historique,12,ad_2013
Théâtre,3,ad_2013
"Parc, Jardin et Square",5,ad_2013
Salle de musculation / cardiotraining,1,ad_2013
Terrain et Salle de sport,10,ad_2013
Banque,18,ad_2013
Boucherie,4,ad_2013
Boulangerie,18,ad_2013
Bureau de poste,2,ad_2013
Marché de quartier,1,ad_2013
Presse et Tabac,4,ad_2013
Supérette,14,ad_2013
Supermarché et Hypermarché,18,ad_2013
Collège,1,ad_2013
Ecole maternelle,3,ad_2013
Ecole primaire,5,ad_2013
Enseignement supérieur,7,ad_2013
Crèche,6,ad_2013
Autolib',7,ad_2013
Location de vélo,16,ad_2013
Parking,1,ad_2013
Station de taxi,1,ad_2013
Vélib',16,ad_2013
Hôpital,1,ad_2013
Médecin généraliste,43,ad_2013
Médecin spécialiste,31,ad_2013
Pharmacie,20,ad_2013
Bar,4,ad_1347
Restaurant,54,ad_1347
Monument historique,5,ad_1347
Théâtre,1,ad_1347
"Parc, Jardin et Square",2,ad_1347
Terrain et Salle de sport,4,ad_1347
Banque,11,ad_1347
Boucherie,6,ad_1347
Boulangerie,9,ad_1347
Bureau de poste,2,ad_1347
Marché de quartier,1,ad_1347
Presse et Tabac,9,ad_1347
Supérette,6,ad_1347
Supermarché et Hypermarché,9,ad_1347
Collège,2,ad_1347
Ecole maternelle,1,ad_1347
Ecole primaire,2,ad_1347
Enseignement supérieur,1,ad_1347
Lycée,4,ad_1347
Crèche,2,ad_1347
Autolib',6,ad_1347
Location de vélo,9,ad_1347
Parking,2,ad_1347
Station de taxi,3,ad_1347
Station service,2,ad_1347
Vélib',9,ad_1347
Médecin généraliste,75,ad_1347
Médecin spécialiste,152,ad_1347
Pharmacie,17,ad_1347
Bar,18,ad_1210
Restaurant,49,ad_1210
Monument historique,4,ad_1210
"Parc, Jardin et Square",3,ad_1210
Terrain et Salle de sport,8,ad_1210
Banque,7,ad_1210
Boucherie,5,ad_1210
Boulangerie,14,ad_1210
Bureau de poste,2,ad_1210
Marché de quartier,1,ad_1210
Presse et Tabac,2,ad_1210
Supérette,8,ad_1210
Supermarché et Hypermarché,13,ad_1210
Ecole maternelle,2,ad_1210
Ecole primaire,5,ad_1210
Enseignement supérieur,6,ad_1210
Crèche,6,ad_1210
Autolib',3,ad_1210
Location de vélo,6,ad_1210
Parking,1,ad_1210
Station de taxi,2,ad_1210
Vélib',9,ad_1210
Médecin généraliste,23,ad_1210
Médecin spécialiste,49,ad_1210
Pharmacie,15,ad_1210
Bar,23,ad_361
Restaurant,57,ad_361
Monument historique,16,ad_361
Théâtre,3,ad_361
Cinéma,3,ad_361
"Parc, Jardin et Square",4,ad_361
Terrain et Salle de sport,19,ad_361
Banque,9,ad_361
Boucherie,1,ad_361
Boulangerie,9,ad_361
Bureau de poste,3,ad_361
Presse et Tabac,4,ad_361
Supérette,8,ad_361
Supermarché et Hypermarché,20,ad_361
Collège,2,ad_361
Ecole maternelle,5,ad_361
Ecole primaire,6,ad_361
Enseignement supérieur,9,ad_361
Lycée,3,ad_361
Crèche,7,ad_361
Autolib',8,ad_361
Location de vélo,8,ad_361
Parking,1,ad_361
Station service,1,ad_361
Vélib',10,ad_361
Médecin généraliste,27,ad_361
Médecin spécialiste,38,ad_361
Pharmacie,15,ad_361
Bar,18,ad_2085
Restaurant,49,ad_2085
Monument historique,4,ad_2085
"Parc, Jardin et Square",3,ad_2085
Terrain et Salle de sport,8,ad_2085
Banque,7,ad_2085
Boucherie,5,ad_2085
Boulangerie,14,ad_2085
Bureau de poste,2,ad_2085
Marché de quartier,1,ad_2085
Presse et Tabac,2,ad_2085
Supérette,8,ad_2085
Supermarché et Hypermarché,13,ad_2085
Ecole maternelle,2,ad_2085
Ecole primaire,5,ad_2085
Enseignement supérieur,6,ad_2085
Crèche,6,ad_2085
Autolib',3,ad_2085
Location de vélo,6,ad_2085
Parking,1,ad_2085
Station de taxi,2,ad_2085
Vélib',9,ad_2085
Médecin généraliste,23,ad_2085
Médecin spécialiste,49,ad_2085
Pharmacie,15,ad_2085
Bar,13,ad_757
Restaurant,32,ad_757
Théâtre,3,ad_757
Cinéma,1,ad_757
"Parc, Jardin et Square",3,ad_757
Terrain et Salle de sport,15,ad_757
Banque,12,ad_757
Boucherie,5,ad_757
Boulangerie,16,ad_757
Bureau de poste,3,ad_757
Marché de quartier,2,ad_757
Presse et Tabac,2,ad_757
Supérette,5,ad_757
Supermarché et Hypermarché,12,ad_757
Collège,8,ad_757
Ecole maternelle,6,ad_757
Ecole primaire,10,ad_757
Lycée,4,ad_757
Crèche,12,ad_757
Ludothèque,2,ad_757
Autolib',9,ad_757
Location de vélo,12,ad_757
Station de taxi,3,ad_757
Station service,8,ad_757
Vélib',15,ad_757
Hôpital,1,ad_757
Médecin généraliste,33,ad_757
Médecin spécialiste,40,ad_757
Pharmacie,13,ad_757
Bar,5,ad_1293
Restaurant,33,ad_1293
Monument historique,1,ad_1293
"Parc, Jardin et Square",7,ad_1293
Terrain et Salle de sport,8,ad_1293
Banque,6,ad_1293
Boucherie,3,ad_1293
Boulangerie,9,ad_1293
Bureau de poste,1,ad_1293
Marché de quartier,1,ad_1293
Presse et Tabac,1,ad_1293
Supérette,4,ad_1293
Supermarché et Hypermarché,8,ad_1293
Collège,2,ad_1293
Ecole maternelle,4,ad_1293
Ecole primaire,8,ad_1293
Enseignement supérieur,3,ad_1293
Lycée,1,ad_1293
Crèche,16,ad_1293
Autolib',5,ad_1293
Location de vélo,6,ad_1293
Parking,2,ad_1293
Station de taxi,4,ad_1293
Station service,1,ad_1293
Vélib',8,ad_1293
Médecin généraliste,8,ad_1293
Médecin spécialiste,11,ad_1293
Pharmacie,10,ad_1293
Bar,5,ad_527
Restaurant,16,ad_527
Monument historique,1,ad_527
Théâtre,1,ad_527
"Parc, Jardin et Square",13,ad_527
Terrain et Salle de sport,15,ad_527
Banque,5,ad_527
Boucherie,3,ad_527
Boulangerie,14,ad_527
Bureau de poste,3,ad_527
Marché de quartier,2,ad_527
Presse et Tabac,1,ad_527
Supérette,7,ad_527
Supermarché et Hypermarché,10,ad_527
Collège,3,ad_527
Ecole maternelle,4,ad_527
Ecole primaire,6,ad_527
Enseignement supérieur,5,ad_527
Lycée,3,ad_527
Crèche,11,ad_527
Autolib',4,ad_527
Gare ferroviaire,1,ad_527
Location de vélo,6,ad_527
Parking,1,ad_527
Station de taxi,2,ad_527
Station service,1,ad_527
Vélib',7,ad_527
Hôpital,2,ad_527
Médecin généraliste,27,ad_527
Médecin spécialiste,9,ad_527
Pharmacie,9,ad_527
Bar,4,ad_509
Restaurant,19,ad_509
Monument historique,2,ad_509
Théâtre,1,ad_509
"Parc, Jardin et Square",6,ad_509
Terrain et Salle de sport,6,ad_509
Banque,6,ad_509
Boucherie,2,ad_509
Boulangerie,7,ad_509
Bureau de poste,2,ad_509
Marché de quartier,1,ad_509
Presse et Tabac,3,ad_509
Supérette,5,ad_509
