type,num_line,ad_id
bus,"30""",ad_1917
bus,"31""",ad_1917
bus,"43""",ad_1917
bus,"84""",ad_1917
bus,"92""",ad_1917
bus,"93""",ad_1917
bus,T3b,ad_1454
bus,"56""",ad_1454
bus,"60""",ad_1454
bus,137,ad_1454
bus,166,ad_1454
bus,302,ad_1454
bus,341,ad_1454
metro,"12""",ad_1794
bus,"31""",ad_1794
bus,"56""",ad_1794
bus,"60""",ad_1794
bus,"85""",ad_1794
bus,302,ad_1794
metro,"11""",ad_1519
bus,"20""",ad_1519
bus,"46""",ad_1519
bus,"56""",ad_1519
bus,"65""",ad_1519
bus,"69""",ad_1519
bus,"75""",ad_1519
bus,"96""",ad_1519
bus,T3b,ad_1779
bus,"26""",ad_1779
bus,"57""",ad_1779
bus,"60""",ad_1779
bus,"61""",ad_1779
bus,"64""",ad_1779
bus,"69""",ad_1779
bus,"76""",ad_1779
bus,"96""",ad_1779
bus,102,ad_1779
bus,351,ad_1779
bus,501,ad_1779
metro,"12""",ad_206
bus,"35""",ad_206
bus,"48""",ad_206
bus,"60""",ad_206
bus,"65""",ad_206
bus,302,ad_206
bus,350,ad_206
bus,519,ad_206
bus,"38""",ad_3
bus,"58""",ad_3
bus,"68""",ad_3
bus,"82""",ad_3
bus,"83""",ad_3
bus,"89""",ad_3
bus,"91""",ad_3
bus,"94""",ad_3
bus,"95""",ad_3
bus,"96""",ad_3
metro,"12""",ad_1769
bus,"39""",ad_1769
bus,"62""",ad_1769
bus,"70""",ad_1769
bus,"80""",ad_1769
bus,"88""",ad_1769
bus,"89""",ad_1769
bus,"95""",ad_1769
metro,"12""",ad_196
bus,"35""",ad_196
bus,"48""",ad_196
bus,"60""",ad_196
bus,"65""",ad_196
bus,302,ad_196
bus,350,ad_196
bus,519,ad_196
bus,"27""",ad_996
bus,"62""",ad_996
bus,"64""",ad_996
bus,"89""",ad_996
bus,132,ad_996
bus,325,ad_996
metro,"12""",ad_1475
bus,"31""",ad_1475
bus,"56""",ad_1475
bus,"60""",ad_1475
bus,"80""",ad_1475
bus,"85""",ad_1475
bus,"95""",ad_1475
bus,137,ad_1475
bus,255,ad_1475
bus,"46""",ad_2035
bus,"56""",ad_2035
bus,"61""",ad_2035
bus,"69""",ad_2035
bus,"76""",ad_2035
bus,"46""",ad_943
bus,"75""",ad_943
bus,"20""",ad_730
bus,"21""",ad_730
bus,"27""",ad_730
bus,"29""",ad_730
bus,"39""",ad_730
bus,"42""",ad_730
bus,"48""",ad_730
bus,"52""",ad_730
bus,"67""",ad_730
bus,"68""",ad_730
bus,"74""",ad_730
bus,"81""",ad_730
bus,"85""",ad_730
bus,"95""",ad_730
metro,"13""",ad_419
bus,"30""",ad_419
bus,"31""",ad_419
bus,"54""",ad_419
bus,"60""",ad_419
bus,"74""",ad_419
bus,"80""",ad_419
bus,"81""",ad_419
bus,"95""",ad_419
bus,518,ad_419
bus,T3b,ad_1604
bus,"48""",ad_1604
bus,"60""",ad_1604
bus,"75""",ad_1604
bus,151,ad_1604
bus,"24""",ad_810
bus,"29""",ad_810
bus,"46""",ad_810
bus,"57""",ad_810
bus,"64""",ad_810
bus,"87""",ad_810
bus,"22""",ad_1149
bus,"32""",ad_1149
bus,"52""",ad_1149
bus,"63""",ad_1149
bus,"72""",ad_1149
bus,241,ad_1149
bus,244,ad_1149
bus,T3b,ad_1649
bus,"26""",ad_1649
bus,"57""",ad_1649
bus,"60""",ad_1649
bus,"61""",ad_1649
bus,"64""",ad_1649
bus,"69""",ad_1649
bus,"76""",ad_1649
bus,"96""",ad_1649
bus,102,ad_1649
bus,351,ad_1649
bus,501,ad_1649
bus,"30""",ad_1879
bus,"31""",ad_1879
bus,"43""",ad_1879
bus,"84""",ad_1879
bus,"92""",ad_1879
bus,"93""",ad_1879
bus,T3b,ad_847
bus,"26""",ad_847
bus,"57""",ad_847
bus,"60""",ad_847
bus,"61""",ad_847
bus,"64""",ad_847
bus,"69""",ad_847
bus,"76""",ad_847
bus,"96""",ad_847
bus,102,ad_847
bus,351,ad_847
bus,501,ad_847
bus,"22""",ad_1414
bus,"28""",ad_1414
bus,"32""",ad_1414
bus,"43""",ad_1414
bus,"52""",ad_1414
bus,"73""",ad_1414
bus,"80""",ad_1414
bus,"83""",ad_1414
bus,"84""",ad_1414
bus,"93""",ad_1414
bus,T3b,ad_1369
bus,"26""",ad_1369
bus,"57""",ad_1369
bus,"60""",ad_1369
bus,"61""",ad_1369
bus,"64""",ad_1369
bus,"69""",ad_1369
bus,"76""",ad_1369
bus,"96""",ad_1369
bus,102,ad_1369
bus,351,ad_1369
bus,501,ad_1369
metro,"12""",ad_964
bus,"30""",ad_964
bus,"54""",ad_964
bus,"67""",ad_964
bus,"74""",ad_964
bus,"80""",ad_964
bus,"85""",ad_964
bus,"95""",ad_964
metro,"13""",ad_1460
bus,"24""",ad_1460
bus,"28""",ad_1460
bus,"32""",ad_1460
bus,"42""",ad_1460
bus,"72""",ad_1460
bus,"73""",ad_1460
bus,"80""",ad_1460
bus,"83""",ad_1460
bus,"92""",ad_1460
bus,"93""",ad_1460
metro,"11""",ad_1924
bus,"38""",ad_1924
bus,"47""",ad_1924
bus,"58""",ad_1924
bus,"67""",ad_1924
bus,"69""",ad_1924
bus,"70""",ad_1924
bus,"72""",ad_1924
bus,"74""",ad_1924
bus,"75""",ad_1924
bus,"76""",ad_1924
bus,"85""",ad_1924
bus,"96""",ad_1924
bus,T3a,ad_1365
metro,"13""",ad_1365
bus,"58""",ad_1365
bus,"62""",ad_1365
bus,"95""",ad_1365
bus,191,ad_1365
bus,"20""",ad_620
bus,"30""",ad_620
bus,"31""",ad_620
bus,"32""",ad_620
bus,"35""",ad_620
bus,"38""",ad_620
bus,"39""",ad_620
bus,"46""",ad_620
bus,"48""",ad_620
bus,"56""",ad_620
bus,"65""",ad_620
bus,350,ad_620
metro,"13""",ad_870
bus,"28""",ad_870
bus,"58""",ad_870
bus,"62""",ad_870
bus,"88""",ad_870
bus,"T2""",ad_1428
bus,T3a,ad_1428
metro,"12""",ad_1428
bus,"39""",ad_1428
bus,"42""",ad_1428
bus,"62""",ad_1428
bus,"80""",ad_1428
bus,126,ad_1428
bus,169,ad_1428
bus,189,ad_1428
bus,290,ad_1428
bus,323,ad_1428
metro,"10""",ad_1505
bus,"38""",ad_1505
bus,"58""",ad_1505
bus,"63""",ad_1505
bus,"70""",ad_1505
bus,"82""",ad_1505
bus,"83""",ad_1505
bus,"84""",ad_1505
bus,"85""",ad_1505
bus,"86""",ad_1505
bus,"87""",ad_1505
bus,"89""",ad_1505
bus,"96""",ad_1505
bus,T3b,ad_1109
metro,"13""",ad_1109
metro,"14""",ad_1109
bus,"54""",ad_1109
bus,"66""",ad_1109
bus,"74""",ad_1109
bus,"81""",ad_1109
bus,138,ad_1109
bus,173,ad_1109
bus,341,ad_1109
bus,518,ad_1109
bus,"24""",ad_888
bus,"27""",ad_888
bus,"47""",ad_888
bus,"57""",ad_888
bus,"61""",ad_888
bus,"63""",ad_888
bus,"67""",ad_888
bus,"89""",ad_888
bus,"91""",ad_888
bus,"22""",ad_1758
bus,"32""",ad_1758
bus,"52""",ad_1758
bus,"63""",ad_1758
bus,"72""",ad_1758
bus,241,ad_1758
bus,244,ad_1758
bus,"T2""",ad_2065
bus,T3a,ad_2065
metro,"12""",ad_2065
bus,"39""",ad_2065
bus,"42""",ad_2065
bus,"62""",ad_2065
bus,"80""",ad_2065
bus,126,ad_2065
bus,169,ad_2065
bus,189,ad_2065
bus,290,ad_2065
bus,323,ad_2065
bus,"46""",ad_1956
bus,"75""",ad_1956
metro,"10""",ad_451
bus,"22""",ad_451
bus,"32""",ad_451
bus,"52""",ad_451
bus,"62""",ad_451
bus,"72""",ad_451
bus,123,ad_451
bus,175,ad_451
bus,189,ad_451
bus,241,ad_451
bus,289,ad_451
bus,"26""",ad_254
bus,"30""",ad_254
bus,"42""",ad_254
bus,"43""",ad_254
bus,"48""",ad_254
bus,"54""",ad_254
bus,"67""",ad_254
bus,"85""",ad_254
bus,T3b,ad_1901
bus,"26""",ad_1901
bus,"57""",ad_1901
bus,"60""",ad_1901
bus,"61""",ad_1901
bus,"64""",ad_1901
bus,"69""",ad_1901
bus,"76""",ad_1901
bus,"96""",ad_1901
bus,102,ad_1901
bus,351,ad_1901
bus,501,ad_1901
metro,"12""",ad_1031
bus,"26""",ad_1031
bus,"30""",ad_1031
bus,"32""",ad_1031
bus,"43""",ad_1031
bus,"54""",ad_1031
bus,"68""",ad_1031
bus,"74""",ad_1031
bus,"81""",ad_1031
bus,"20""",ad_1661
bus,"29""",ad_1661
bus,"46""",ad_1661
bus,"61""",ad_1661
bus,"65""",ad_1661
bus,"69""",ad_1661
bus,"76""",ad_1661
bus,"86""",ad_1661
bus,"T2""",ad_711
bus,T3a,ad_711
metro,"12""",ad_711
bus,"39""",ad_711
bus,"42""",ad_711
bus,"62""",ad_711
bus,"80""",ad_711
bus,126,ad_711
bus,169,ad_711
bus,189,ad_711
bus,290,ad_711
bus,323,ad_711
metro,"10""",ad_754
bus,"22""",ad_754
bus,"32""",ad_754
bus,"52""",ad_754
bus,"62""",ad_754
bus,"70""",ad_754
bus,"72""",ad_754
bus,123,ad_754
bus,241,ad_754
bus,"22""",ad_1863
bus,"30""",ad_1863
bus,"32""",ad_1863
bus,"52""",ad_1863
bus,"63""",ad_1863
bus,"72""",ad_1863
bus,"73""",ad_1863
bus,"82""",ad_1863
bus,"92""",ad_1863
bus,T3b,ad_583
metro,"12""",ad_583
bus,"35""",ad_583
bus,"54""",ad_583
bus,"60""",ad_583
bus,"65""",ad_583
bus,153,ad_583
bus,166,ad_583
bus,239,ad_583
bus,252,ad_583
bus,302,ad_583
bus,350,ad_583
bus,519,ad_583
bus,"26""",ad_131
bus,"30""",ad_131
bus,"42""",ad_131
bus,"43""",ad_131
bus,"48""",ad_131
bus,"54""",ad_131
bus,"67""",ad_131
bus,"85""",ad_131
metro,"12""",ad_1790
bus,"31""",ad_1790
bus,"56""",ad_1790
bus,"60""",ad_1790
bus,"85""",ad_1790
bus,302,ad_1790
bus,T3b,ad_1665
bus,"26""",ad_1665
bus,"57""",ad_1665
bus,"60""",ad_1665
bus,"61""",ad_1665
bus,"64""",ad_1665
bus,"69""",ad_1665
bus,"76""",ad_1665
bus,"96""",ad_1665
bus,102,ad_1665
bus,351,ad_1665
bus,501,ad_1665
bus,"29""",ad_1888
bus,"46""",ad_1888
bus,"56""",ad_1888
bus,"64""",ad_1888
bus,112,ad_1888
bus,114,ad_1888
bus,115,ad_1888
bus,118,ad_1888
bus,124,ad_1888
bus,210,ad_1888
bus,318,ad_1888
bus,325,ad_1888
metro,"10""",ad_1751
bus,"22""",ad_1751
bus,"32""",ad_1751
bus,"52""",ad_1751
bus,"62""",ad_1751
bus,"70""",ad_1751
bus,"72""",ad_1751
bus,123,ad_1751
bus,241,ad_1751
bus,"20""",ad_67
bus,"30""",ad_67
bus,"31""",ad_67
bus,"32""",ad_67
bus,"35""",ad_67
bus,"38""",ad_67
bus,"39""",ad_67
bus,"46""",ad_67
bus,"48""",ad_67
bus,"56""",ad_67
bus,"65""",ad_67
bus,350,ad_67
bus,"20""",ad_1821
bus,"29""",ad_1821
bus,"46""",ad_1821
bus,"61""",ad_1821
bus,"65""",ad_1821
bus,"69""",ad_1821
bus,"76""",ad_1821
bus,"86""",ad_1821
bus,T3b,ad_1650
bus,"26""",ad_1650
bus,"57""",ad_1650
bus,"60""",ad_1650
bus,"61""",ad_1650
bus,"64""",ad_1650
bus,"69""",ad_1650
bus,"76""",ad_1650
bus,"96""",ad_1650
bus,102,ad_1650
bus,351,ad_1650
bus,501,ad_1650
bus,"20""",ad_971
bus,"29""",ad_971
bus,"46""",ad_971
bus,"61""",ad_971
bus,"65""",ad_971
bus,"69""",ad_971
bus,"76""",ad_971
bus,"86""",ad_971
bus,T3a,ad_125
metro,"13""",ad_125
bus,"58""",ad_125
bus,"62""",ad_125
bus,"95""",ad_125
bus,191,ad_125
bus,"T2""",ad_1559
bus,T3a,ad_1559
metro,"12""",ad_1559
bus,"39""",ad_1559
bus,"42""",ad_1559
bus,"62""",ad_1559
bus,"80""",ad_1559
bus,126,ad_1559
bus,169,ad_1559
bus,189,ad_1559
bus,290,ad_1559
bus,323,ad_1559
bus,T3a,ad_1724
bus,"39""",ad_1724
bus,"42""",ad_1724
bus,"62""",ad_1724
bus,"88""",ad_1724
bus,169,ad_1724
metro,"10""",ad_1722
bus,"22""",ad_1722
bus,"32""",ad_1722
bus,"52""",ad_1722
bus,"62""",ad_1722
bus,"70""",ad_1722
bus,"72""",ad_1722
bus,123,ad_1722
bus,241,ad_1722
bus,"21""",ad_1788
bus,"38""",ad_1788
bus,"47""",ad_1788
bus,"67""",ad_1788
bus,"85""",ad_1788
bus,"86""",ad_1788
bus,"87""",ad_1788
bus,"96""",ad_1788
bus,"24""",ad_889
bus,"27""",ad_889
bus,"47""",ad_889
bus,"57""",ad_889
bus,"61""",ad_889
bus,"63""",ad_889
bus,"67""",ad_889
bus,"89""",ad_889
bus,"91""",ad_889
bus,T3a,ad_120
bus,"28""",ad_120
bus,"38""",ad_120
bus,"58""",ad_120
bus,"62""",ad_120
bus,"68""",ad_120
bus,125,ad_120
bus,126,ad_120
bus,128,ad_120
bus,187,ad_120
bus,188,ad_120
bus,194,ad_120
bus,197,ad_120
bus,295,ad_120
bus,297,ad_120
bus,299,ad_120
bus,513,ad_120
bus,"T2""",ad_1579
bus,T3a,ad_1579
metro,"12""",ad_1579
bus,"39""",ad_1579
bus,"42""",ad_1579
bus,"62""",ad_1579
bus,"80""",ad_1579
bus,126,ad_1579
bus,169,ad_1579
bus,189,ad_1579
bus,290,ad_1579
bus,323,ad_1579
bus,"21""",ad_1330
bus,"47""",ad_1330
bus,"57""",ad_1330
bus,"62""",ad_1330
bus,"67""",ad_1330
bus,513,ad_1330
metro,"10""",ad_592
bus,"22""",ad_592
bus,"32""",ad_592
bus,"52""",ad_592
bus,"62""",ad_592
bus,"72""",ad_592
bus,123,ad_592
bus,175,ad_592
bus,189,ad_592
bus,241,ad_592
bus,289,ad_592
metro,"13""",ad_1339
bus,"30""",ad_1339
bus,"31""",ad_1339
bus,"54""",ad_1339
bus,"66""",ad_1339
bus,"74""",ad_1339
bus,"81""",ad_1339
bus,518,ad_1339
metro,"12""",ad_1652
bus,"39""",ad_1652
bus,"62""",ad_1652
bus,"70""",ad_1652
bus,"80""",ad_1652
bus,"88""",ad_1652
bus,"89""",ad_1652
metro,"13""",ad_861
bus,"28""",ad_861
bus,"58""",ad_861
bus,"62""",ad_861
bus,"88""",ad_861
bus,T3a,ad_283
bus,"26""",ad_283
bus,"29""",ad_283
bus,"56""",ad_283
bus,"64""",ad_283
bus,"86""",ad_283
bus,351,ad_283
metro,"10""",ad_1712
bus,"22""",ad_1712
bus,"32""",ad_1712
bus,"52""",ad_1712
bus,"62""",ad_1712
bus,"72""",ad_1712
bus,123,ad_1712
bus,175,ad_1712
bus,189,ad_1712
bus,241,ad_1712
bus,289,ad_1712
bus,"26""",ad_377
bus,"96""",ad_377
metro,"11""",ad_410
bus,"20""",ad_410
bus,"46""",ad_410
bus,"56""",ad_410
bus,"65""",ad_410
bus,"69""",ad_410
bus,"75""",ad_410
bus,"96""",ad_410
metro,"10""",ad_580
bus,"42""",ad_580
bus,"62""",ad_580
bus,"70""",ad_580
bus,"88""",ad_580
bus,"29""",ad_239
bus,"46""",ad_239
bus,"56""",ad_239
bus,"64""",ad_239
bus,112,ad_239
bus,114,ad_239
bus,115,ad_239
bus,118,ad_239
bus,124,ad_239
bus,210,ad_239
bus,318,ad_239
bus,325,ad_239
bus,T3a,ad_2056
metro,"14""",ad_2056
bus,"21""",ad_2056
bus,"47""",ad_2056
bus,"57""",ad_2056
bus,"62""",ad_2056
bus,"67""",ad_2056
bus,184,ad_2056
bus,186,ad_2056
bus,513,ad_2056
bus,"24""",ad_2011
bus,"27""",ad_2011
bus,"47""",ad_2011
bus,"57""",ad_2011
bus,"61""",ad_2011
bus,"63""",ad_2011
bus,"67""",ad_2011
bus,"89""",ad_2011
bus,"91""",ad_2011
bus,T3b,ad_666
metro,"11""",ad_666
bus,"26""",ad_666
bus,"48""",ad_666
bus,"60""",ad_666
bus,"61""",ad_666
bus,"96""",ad_666
bus,105,ad_666
bus,115,ad_666
bus,129,ad_666
bus,170,ad_666
bus,249,ad_666
bus,T3a,ad_1578
bus,"62""",ad_1578
bus,"89""",ad_1578
bus,"95""",ad_1578
metro,"10""",ad_296
bus,"22""",ad_296
bus,"32""",ad_296
bus,"52""",ad_296
bus,"62""",ad_296
bus,"72""",ad_296
bus,123,ad_296
bus,175,ad_296
bus,189,ad_296
bus,241,ad_296
bus,289,ad_296
bus,T3a,ad_1855
bus,"62""",ad_1855
bus,"89""",ad_1855
bus,"95""",ad_1855
metro,"12""",ad_328
bus,"30""",ad_328
bus,"54""",ad_328
bus,"67""",ad_328
bus,"74""",ad_328
bus,"80""",ad_328
bus,"85""",ad_328
bus,"95""",ad_328
bus,T3a,ad_159
bus,"28""",ad_159
bus,"38""",ad_159
bus,"58""",ad_159
bus,"62""",ad_159
bus,"68""",ad_159
bus,125,ad_159
bus,126,ad_159
bus,128,ad_159
bus,187,ad_159
bus,188,ad_159
bus,194,ad_159
bus,197,ad_159
bus,295,ad_159
bus,297,ad_159
bus,299,ad_159
bus,513,ad_159
bus,"46""",ad_366
bus,"75""",ad_366
metro,"12""",ad_966
bus,"30""",ad_966
bus,"54""",ad_966
bus,"67""",ad_966
bus,"74""",ad_966
bus,"80""",ad_966
bus,"85""",ad_966
bus,"95""",ad_966
metro,"12""",ad_327
bus,"30""",ad_327
bus,"54""",ad_327
bus,"67""",ad_327
bus,"74""",ad_327
bus,"80""",ad_327
bus,"85""",ad_327
bus,"95""",ad_327
bus,"29""",ad_590
bus,"46""",ad_590
bus,"56""",ad_590
bus,"64""",ad_590
bus,112,ad_590
bus,114,ad_590
bus,115,ad_590
bus,118,ad_590
bus,124,ad_590
bus,210,ad_590
bus,318,ad_590
bus,325,ad_590
metro,"12""",ad_732
bus,"39""",ad_732
bus,"62""",ad_732
bus,"70""",ad_732
bus,"80""",ad_732
bus,"88""",ad_732
bus,"89""",ad_732
bus,"95""",ad_732
bus,T3b,ad_610
bus,"56""",ad_610
bus,"60""",ad_610
bus,137,ad_610
bus,166,ad_610
bus,302,ad_610
bus,341,ad_610
metro,"13""",ad_1432
bus,"28""",ad_1432
bus,"58""",ad_1432
bus,"62""",ad_1432
bus,"88""",ad_1432
bus,"46""",ad_292
bus,"56""",ad_292
bus,"61""",ad_292
bus,"69""",ad_292
bus,"76""",ad_292
bus,"26""",ad_255
bus,"30""",ad_255
bus,"42""",ad_255
bus,"43""",ad_255
bus,"48""",ad_255
bus,"54""",ad_255
bus,"67""",ad_255
bus,"85""",ad_255
bus,T3a,ad_1473
metro,"13""",ad_1473
bus,"58""",ad_1473
bus,"62""",ad_1473
bus,"95""",ad_1473
bus,191,ad_1473
bus,"46""",ad_1420
bus,"96""",ad_1420
metro,"10""",ad_806
bus,"22""",ad_806
bus,"32""",ad_806
bus,"52""",ad_806
bus,"62""",ad_806
bus,"72""",ad_806
bus,123,ad_806
bus,175,ad_806
bus,189,ad_806
bus,241,ad_806
bus,289,ad_806
bus,T3a,ad_644
bus,"28""",ad_644
bus,"38""",ad_644
bus,"58""",ad_644
bus,"62""",ad_644
bus,"68""",ad_644
bus,125,ad_644
bus,126,ad_644
bus,128,ad_644
bus,187,ad_644
bus,188,ad_644
bus,194,ad_644
bus,197,ad_644
bus,295,ad_644
bus,297,ad_644
bus,299,ad_644
bus,513,ad_644
bus,T3a,ad_1584
bus,"62""",ad_1584
bus,"89""",ad_1584
bus,"95""",ad_1584
metro,"12""",ad_0
bus,"35""",ad_0
bus,"48""",ad_0
bus,"60""",ad_0
bus,"65""",ad_0
bus,302,ad_0
bus,350,ad_0
bus,519,ad_0
bus,T3a,ad_1471
metro,"13""",ad_1471
bus,"58""",ad_1471
bus,"62""",ad_1471
bus,"95""",ad_1471
bus,191,ad_1471
bus,T3a,ad_574
metro,"14""",ad_574
bus,"24""",ad_574
bus,"64""",ad_574
bus,"87""",ad_574
bus,109,ad_574
bus,111,ad_574
metro,"11""",ad_788
bus,"38""",ad_788
bus,"47""",ad_788
bus,"58""",ad_788
bus,"67""",ad_788
bus,"69""",ad_788
bus,"70""",ad_788
bus,"72""",ad_788
bus,"74""",ad_788
bus,"75""",ad_788
bus,"76""",ad_788
bus,"85""",ad_788
bus,"96""",ad_788
metro,"12""",ad_786
bus,"30""",ad_786
bus,"54""",ad_786
bus,"67""",ad_786
bus,"74""",ad_786
bus,"80""",ad_786
bus,"85""",ad_786
bus,"95""",ad_786
metro,"12""",ad_1032
bus,"26""",ad_1032
bus,"30""",ad_1032
bus,"32""",ad_1032
bus,"43""",ad_1032
bus,"54""",ad_1032
bus,"68""",ad_1032
bus,"74""",ad_1032
bus,"81""",ad_1032
bus,"26""",ad_560
bus,"96""",ad_560
bus,"T2""",ad_761
bus,T3a,ad_761
metro,"12""",ad_761
bus,"39""",ad_761
bus,"42""",ad_761
bus,"62""",ad_761
bus,"80""",ad_761
bus,126,ad_761
bus,169,ad_761
bus,189,ad_761
bus,290,ad_761
bus,323,ad_761
metro,"11""",ad_340
bus,"29""",ad_340
bus,"38""",ad_340
bus,"47""",ad_340
bus,"75""",ad_340
bus,"53""",ad_1291
bus,"84""",ad_1291
bus,"92""",ad_1291
bus,"93""",ad_1291
bus,"94""",ad_1291
bus,163,ad_1291
bus,164,ad_1291
bus,165,ad_1291
bus,341,ad_1291
metro,"12""",ad_1012
bus,"31""",ad_1012
bus,"56""",ad_1012
bus,"60""",ad_1012
bus,"85""",ad_1012
bus,302,ad_1012
bus,T3b,ad_147
bus,"26""",ad_147
bus,"57""",ad_147
bus,"60""",ad_147
bus,"61""",ad_147
bus,"64""",ad_147
bus,"69""",ad_147
bus,"76""",ad_147
bus,"96""",ad_147
bus,102,ad_147
bus,351,ad_147
bus,501,ad_147
metro,"11""",ad_338
bus,"29""",ad_338
bus,"38""",ad_338
bus,"47""",ad_338
bus,"75""",ad_338
bus,"22""",ad_1745
bus,"30""",ad_1745
bus,"32""",ad_1745
bus,"52""",ad_1745
bus,"63""",ad_1745
bus,"72""",ad_1745
bus,"73""",ad_1745
bus,"82""",ad_1745
bus,"92""",ad_1745
bus,"26""",ad_919
bus,"46""",ad_919
bus,"56""",ad_919
bus,"57""",ad_919
bus,"76""",ad_919
bus,"86""",ad_919
bus,351,ad_919
metro,"12""",ad_194
bus,"35""",ad_194
bus,"48""",ad_194
bus,"60""",ad_194
bus,"65""",ad_194
bus,302,ad_194
bus,350,ad_194
bus,519,ad_194
bus,"48""",ad_252
bus,"54""",ad_252
bus,"60""",ad_252
bus,519,ad_252
metro,"12""",ad_965
bus,"30""",ad_965
bus,"54""",ad_965
bus,"67""",ad_965
bus,"74""",ad_965
bus,"80""",ad_965
bus,"85""",ad_965
bus,"95""",ad_965
metro,"13""",ad_871
bus,"28""",ad_871
bus,"58""",ad_871
bus,"62""",ad_871
bus,"88""",ad_871
bus,T3a,ad_343
metro,"13""",ad_343
bus,"58""",ad_343
bus,"62""",ad_343
bus,"95""",ad_343
bus,191,ad_343
metro,"12""",ad_270
bus,"30""",ad_270
bus,"54""",ad_270
bus,"67""",ad_270
bus,"74""",ad_270
bus,"80""",ad_270
bus,"85""",ad_270
bus,"95""",ad_270
bus,"48""",ad_1099
bus,"54""",ad_1099
bus,"60""",ad_1099
bus,"20""",ad_669
bus,"30""",ad_669
bus,"31""",ad_669
bus,"32""",ad_669
bus,"35""",ad_669
bus,"38""",ad_669
bus,"39""",ad_669
bus,"46""",ad_669
bus,"48""",ad_669
bus,"56""",ad_669
bus,"65""",ad_669
bus,350,ad_669
metro,"12""",ad_221
bus,"39""",ad_221
bus,"62""",ad_221
bus,"70""",ad_221
bus,"80""",ad_221
bus,"88""",ad_221
bus,"89""",ad_221
bus,"95""",ad_221
metro,"13""",ad_1213
bus,"30""",ad_1213
bus,"31""",ad_1213
bus,"54""",ad_1213
bus,"66""",ad_1213
bus,"74""",ad_1213
bus,"81""",ad_1213
bus,518,ad_1213
metro,"11""",ad_1018
bus,"20""",ad_1018
bus,"46""",ad_1018
bus,"56""",ad_1018
bus,"65""",ad_1018
bus,"69""",ad_1018
bus,"75""",ad_1018
bus,"96""",ad_1018
metro,"12""",ad_1673
bus,"39""",ad_1673
bus,"62""",ad_1673
bus,"70""",ad_1673
bus,"80""",ad_1673
bus,"88""",ad_1673
bus,"89""",ad_1673
bus,"T2""",ad_1670
bus,T3a,ad_1670
metro,"12""",ad_1670
bus,"39""",ad_1670
bus,"42""",ad_1670
bus,"62""",ad_1670
bus,"80""",ad_1670
bus,126,ad_1670
bus,169,ad_1670
bus,189,ad_1670
bus,290,ad_1670
bus,323,ad_1670
bus,T3a,ad_969
metro,"13""",ad_969
bus,"58""",ad_969
bus,"62""",ad_969
bus,"95""",ad_969
bus,191,ad_969
metro,"10""",ad_1843
bus,"28""",ad_1843
bus,"39""",ad_1843
bus,"70""",ad_1843
bus,"82""",ad_1843
bus,"87""",ad_1843
bus,"89""",ad_1843
bus,"92""",ad_1843
bus,"94""",ad_1843
bus,"95""",ad_1843
bus,"96""",ad_1843
metro,"12""",ad_427
bus,"39""",ad_427
bus,"62""",ad_427
bus,"70""",ad_427
bus,"80""",ad_427
bus,"88""",ad_427
bus,"89""",ad_427
metro,"12""",ad_691
bus,"39""",ad_691
bus,"62""",ad_691
bus,"70""",ad_691
bus,"80""",ad_691
bus,"88""",ad_691
bus,"89""",ad_691
metro,"11""",ad_1804
bus,"26""",ad_1804
bus,"75""",ad_1804
metro,"10""",ad_390
bus,"22""",ad_390
bus,"32""",ad_390
bus,"52""",ad_390
bus,"62""",ad_390
bus,"72""",ad_390
bus,123,ad_390
bus,175,ad_390
bus,189,ad_390
bus,241,ad_390
bus,289,ad_390
metro,"12""",ad_575
bus,"35""",ad_575
bus,"48""",ad_575
bus,"60""",ad_575
bus,"65""",ad_575
bus,302,ad_575
bus,350,ad_575
bus,519,ad_575
metro,"10""",ad_1720
bus,"22""",ad_1720
bus,"32""",ad_1720
bus,"52""",ad_1720
bus,"62""",ad_1720
bus,"70""",ad_1720
bus,"72""",ad_1720
bus,123,ad_1720
bus,241,ad_1720
metro,"12""",ad_1882
bus,"35""",ad_1882
bus,"48""",ad_1882
bus,"60""",ad_1882
bus,"65""",ad_1882
bus,302,ad_1882
bus,350,ad_1882
bus,519,ad_1882
metro,"12""",ad_1538
metro,"13""",ad_1538
metro,"14""",ad_1538
bus,"22""",ad_1538
bus,"24""",ad_1538
bus,"28""",ad_1538
bus,"32""",ad_1538
bus,"42""",ad_1538
bus,"43""",ad_1538
bus,"52""",ad_1538
bus,"72""",ad_1538
bus,"73""",ad_1538
bus,"80""",ad_1538
bus,"83""",ad_1538
bus,"84""",ad_1538
bus,"93""",ad_1538
bus,"94""",ad_1538
metro,"11""",ad_1020
bus,"20""",ad_1020
bus,"46""",ad_1020
bus,"56""",ad_1020
bus,"65""",ad_1020
bus,"69""",ad_1020
bus,"75""",ad_1020
bus,"96""",ad_1020
bus,T3a,ad_29
bus,"28""",ad_29
bus,"38""",ad_29
bus,"58""",ad_29
bus,"62""",ad_29
bus,"68""",ad_29
bus,125,ad_29
bus,126,ad_29
bus,128,ad_29
bus,187,ad_29
bus,188,ad_29
bus,194,ad_29
bus,197,ad_29
bus,295,ad_29
bus,297,ad_29
bus,299,ad_29
bus,513,ad_29
bus,"26""",ad_55
bus,"30""",ad_55
bus,"42""",ad_55
bus,"43""",ad_55
bus,"48""",ad_55
