ad_id,value
ad_1106,75 m²
ad_1106,4 pièces
ad_1106,2 chambres
ad_1106,Exposé Est
ad_1106,Chauffage : collectif 
ad_1106,Cave
ad_1106,1 salle d’eau
ad_1106,1 WC
ad_1106,Fibre : déployée*
ad_1106,Calme
ad_1106,1er étage (sur 7)
ad_1106,Construit en 1900
ad_1520,"31,25 m²"
ad_1520,2 pièces
ad_1520,1 chambre
ad_1520,Exposé Est
ad_1520,Cave
ad_1520,1 salle d’eau
ad_1520,Fibre : déployée*
ad_1520,1er étage (sur 5)
ad_1520,Construit en 1870
ad_1520,Ascenseur
ad_1520,Interphone
ad_1173,60 m²
ad_1173,3 pièces
ad_1173,2 chambres
ad_1173,Exposé Sud
ad_1173,Chauffage : collectif
ad_1173,Cave
ad_1173,Duplex
ad_1173,1 salle d’eau
ad_1173,1 WC
ad_1173,8 étages
ad_1173,Ascenseur
ad_1221,"69,67 m²"
ad_1221,3 pièces
ad_1221,2 chambres
ad_1221,Refait à neuf
ad_1221,Exposé Sud
ad_1221,Cheminée
ad_1221,1 salle d’eau
ad_1221,1 WC
ad_1221,Calme
ad_1221,3e étage (sur 6)
ad_1221,Ascenseur
ad_1221,Digicode
ad_510,"89,50 m²"
ad_510,4 pièces
ad_510,3 chambres
ad_510,Cave
ad_510,1 salle de bain
ad_510,1 WC
ad_510,Fibre : déployée*
ad_510,Calme
ad_510,Rez-de-chaussée
ad_521,"83,50 m²"
ad_521,4 pièces
ad_521,2 chambres
ad_521,1 balcon
ad_521,Exposé Nord Ouest
ad_521,1 salle de bain
ad_521,1 WC
ad_521,Fibre : déployée*
ad_521,Calme
ad_521,Dernier étage (sur 2)
ad_521,Digicode
ad_521,Interphone
ad_450,"124,12 m²"
ad_450,5 pièces
ad_450,3 chambres
ad_450,Exposé Sud Ouest
ad_450,Cave
ad_450,1 salle de bain
ad_450,1 salle d’eau
ad_450,1 WC
ad_450,Fibre : déployée*
ad_450,Calme
ad_450,7 étages
ad_450,Construit en 1928
ad_450,Ascenseur
ad_450,Digicode
ad_450,Interphone
ad_450,Gardien
ad_1370,"39,60 m²"
ad_1370,2 pièces
ad_1370,1 chambre
ad_1370,Fibre : déployée*
ad_1370,2e étage (sur 4)
ad_1370,Digicode
ad_1370,Interphone
ad_1161,69 m²
ad_1161,4 pièces
ad_1161,3 chambres
ad_1161,Balcon
ad_1161,Exposé Sud
ad_1161,Cave
ad_1161,1 place de parking
ad_1161,2e étage
ad_1161,Ascenseur
ad_1161,Interphone
ad_1368,198 m²
ad_1368,7 pièces
ad_1368,5 chambres
ad_1368,Balcon
ad_1368,Exposé Ouest
ad_1368,Chauffage : gaz individuel
ad_1368,Cave
ad_1368,1 salle de bain
ad_1368,1 salle d’eau
ad_1368,3 WC
ad_1368,Fibre : déployée*
ad_1368,2e étage (sur 6)
ad_1368,Ascenseur
ad_1368,Gardien
ad_1344,46 m²
ad_1344,2 pièces
ad_1344,1 chambre
ad_1344,2e étage
ad_1344,Ascenseur
ad_1344,Digicode
ad_1344,Interphone
ad_2054,45 m²
ad_2054,2 pièces
ad_2054,1 chambre
ad_2054,Chauffage : individuel
ad_2054,1 salle de bain
ad_2054,Fibre : déployée*
ad_2054,2e étage (sur 6)
ad_2054,Ascenseur
ad_884,56 m²
ad_884,3 pièces
ad_884,2 chambres
ad_884,Exposé Nord Est Sud
ad_884,Chauffage : Electric
ad_884,Cave
ad_884,1 salle de bain
ad_884,1 WC
ad_884,Fibre : déploiement planifié*
ad_884,5 étages
ad_884,Construit en 1900
ad_884,Digicode
ad_884,Gardien
ad_1445,21 m²
ad_1445,1 pièce
ad_1445,Exposé Ouest
ad_1445,1 salle de bain
ad_1445,1 salle d’eau
ad_1445,1 WC
ad_1445,2e étage
ad_229,"48,03 m²"
ad_229,3 pièces
ad_229,1 chambre
ad_229,Fibre : déployée*
ad_229,2e étage (sur 5)
ad_837,"28,67 m²"
ad_837,1 pièce
ad_837,1 chambre
ad_837,Exposé Ouest
ad_837,Cave
ad_837,1 salle d’eau
ad_837,1 WC
ad_837,Fibre : déployée*
ad_837,Calme
ad_837,4e étage (sur 6)
ad_837,Construit en 1850
ad_837,Digicode
ad_1822,100 m²
ad_1822,3 pièces
ad_1822,2 chambres
ad_1822,Terrasse
ad_1822,Balcon
ad_1822,Exposé Ouest
ad_1822,Chauffage : collectif
ad_1822,Cave
ad_1822,1 salle d’eau
ad_1822,1 WC
ad_1822,Fibre : déployée*
ad_1822,Dernier étage (sur 7)
ad_1822,Ascenseur
ad_353,80 m²
ad_353,3 pièces
ad_353,2 chambres
ad_353,Terrasse
ad_353,Balcon
ad_353,Exposé Ouest
ad_353,Chauffage : électricité 
ad_353,Cave
ad_353,1 salle d’eau
ad_353,1 WC
ad_353,1 place de parking
ad_353,5e étage (sur 6)
ad_353,Ascenseur
ad_353,Interphone
ad_353,Gardien
ad_836,"28,67 m²"
ad_836,1 pièce
ad_836,1 chambre
ad_836,Exposé Ouest
ad_836,Cave
ad_836,1 salle d’eau
ad_836,1 WC
ad_836,Fibre : déployée*
ad_836,Calme
ad_836,4e étage (sur 6)
ad_836,Construit en 1850
ad_836,Digicode
ad_399,42 m²
ad_399,2 pièces
ad_399,1 chambre
ad_399,Exposé Est
ad_399,Chauffage : gaz 
ad_399,Cave
ad_399,1 salle de bain
ad_399,Fibre : déployée*
ad_399,1er étage (sur 6)
ad_399,Ascenseur
ad_399,Interphone
ad_962,"20,50 m²"
ad_962,1 pièce
ad_962,1 salle d’eau
ad_962,1 WC
ad_962,Câble TV
ad_962,Fibre : déployée*
ad_962,4e étage (sur 6)
ad_962,Construit en 1930
ad_962,Ascenseur
ad_962,Digicode
ad_1521,"31,25 m²"
ad_1521,2 pièces
ad_1521,1 chambre
ad_1521,Exposé Est
ad_1521,Cave
ad_1521,1 salle d’eau
ad_1521,Fibre : déployée*
ad_1521,1er étage (sur 5)
ad_1521,Construit en 1870
ad_1521,Ascenseur
ad_1521,Interphone
ad_1202,54 m²
ad_1202,2 pièces
ad_1202,2 chambres
ad_1202,Exposé Est
ad_1202,2 salles d’eau
ad_1202,2 WC
ad_1202,Rez-de-chaussée
ad_1341,49 m²
ad_1341,3 pièces
ad_1341,1 chambre
ad_1341,Balcon
ad_1341,Chauffage : gaz individuel
ad_1341,Cave
ad_1341,1 salle de bain
ad_1341,1 WC
ad_1341,4e étage (sur 5)
ad_628,"78,21 m²"
ad_628,3 pièces
ad_628,2 chambres
ad_628,Exposé Est Ouest
ad_628,Cave
ad_628,1 salle de bain
ad_628,1 WC
ad_628,Fibre : déployée*
ad_628,3e étage (sur 6)
ad_628,Construit en 1868
ad_628,Interphone
ad_628,Gardien
ad_27,89 m²
ad_27,4 pièces
ad_27,3 chambres
ad_27,Balcon
ad_27,Exposé Est
ad_27,Chauffage : gaz 
ad_27,Cave
ad_27,1 salle de bain
ad_27,1 salle d’eau
ad_27,1 WC
ad_27,Fibre : déployée*
ad_27,1 place de parking
ad_27,5e étage (sur 8)
ad_27,Ascenseur
ad_1465,175 m²
ad_1465,5 pièces
ad_1465,3 chambres
ad_1465,Chauffage : collectif
ad_1465,1 salle d’eau
ad_1465,Fibre : déployée*
ad_1465,5e étage
ad_1465,Ascenseur
ad_1411,"14,20 m²"
ad_1411,1 pièce
ad_1411,Chauffage : Central Collectif 
ad_1411,Fibre : déployée*
ad_1411,5e étage (sur 8)
ad_1562,"28,66 m²"
ad_1562,1 pièce
ad_1562,Chauffage : collectif
ad_1562,1 salle de bain
ad_1562,1er étage (sur 5)
ad_1562,Ascenseur
ad_425,80 m²
ad_425,3 pièces
ad_425,2 chambres
ad_425,Exposé Est
ad_425,1 salle de bain
ad_425,Fibre : déploiement planifié*
ad_425,1er étage (sur 8)
ad_668,63 m²
ad_668,3 pièces
ad_668,1 chambre
ad_668,Exposé Sud
ad_668,Cave
ad_668,1 salle de bain
ad_668,1 WC
ad_668,Fibre : déployée*
ad_668,Rez-de-chaussée
ad_668,Ascenseur
ad_297,71 m²
ad_297,3 pièces
ad_297,1 chambre
ad_297,Chauffage : gaz 
ad_297,1 salle d’eau
ad_297,1 WC
ad_297,Fibre : déployée*
ad_297,5 étages
ad_297,Ascenseur
ad_297,Interphone
ad_1517,"153,87 m²"
ad_1517,6 pièces
ad_1517,4 chambres
ad_1517,Chauffage : Radiateur Gaz 
ad_1517,1 cave
ad_1517,Cheminée
ad_1517,Fibre : déployée*
ad_1517,2e étage (sur 7)
ad_1517,Ascenseur
ad_1517,Digicode
ad_1517,Interphone
ad_1517,Gardien
ad_85,62 m²
ad_85,3 pièces
ad_85,1 chambre
ad_85,Chauffage : fuel collectif
ad_85,Cave
ad_85,1 salle de bain
ad_85,1 salle d’eau
ad_85,1 WC
ad_85,Fibre : déployée*
ad_85,4e étage (sur 6)
ad_85,Ascenseur
ad_85,Digicode
ad_114,68 m²
ad_114,3 pièces
ad_114,1 chambre
ad_114,Chauffage : gaz collectif
ad_114,1 salle d’eau
ad_114,Fibre : déployée*
ad_114,Rez-de-chaussée
ad_1124,130 m²
ad_1124,6 m² de terrain
ad_1124,5 pièces
ad_1124,3 chambres
ad_1124,1 balcon
ad_1124,Jardin
ad_1124,Exposé Ouest
ad_1124,Cave
ad_1124,Cheminée
ad_1124,1 salle de bain
ad_1124,1 salle d’eau
ad_1124,2 WC
ad_1124,Fibre : déployée*
ad_1124,Calme
ad_1124,6e étage (sur 8)
ad_1124,Construit en 1930
ad_1124,Ascenseur
ad_1124,Digicode
ad_1124,Interphone
ad_1124,Gardien
ad_2052,45 m²
ad_2052,2 pièces
ad_2052,1 chambre
ad_2052,Chauffage : individuel
ad_2052,1 salle de bain
ad_2052,Fibre : déployée*
ad_2052,2e étage (sur 6)
ad_2052,Ascenseur
ad_1485,"24,31 m²"
ad_1485,1 pièce
ad_1485,Exposé Nord Est
ad_1485,1 salle d’eau
ad_1485,1 WC
ad_1485,Calme
ad_1485,Dernier étage (sur 3)
ad_1485,Digicode
ad_1253,"40,12 m²"
ad_1253,2 pièces
ad_1253,1 chambre
ad_1253,Chauffage : sol collectif 
ad_1253,Cave
ad_1253,1 salle de bain
ad_1253,1 WC
ad_1253,Fibre : déployée*
ad_1253,Aménagement pour Handicapés
ad_1253,5e étage (sur 6)
ad_1253,Construit en 1965
ad_1253,Ascenseur
ad_1253,Interphone
ad_1253,Gardien
ad_1782,107 m²
ad_1782,5 pièces
ad_1782,3 chambres
ad_1782,Récent
ad_1782,1 balcon
ad_1782,Chauffage : individuel 
ad_1782,Cave
ad_1782,1 salle de bain
ad_1782,1 salle d’eau
ad_1782,2 WC
ad_1782,Fibre : déployée*
ad_1782,Calme
ad_1782,Dernier étage (sur 4)
ad_1782,Construit en 1989
ad_1782,Ascenseur
ad_1782,Digicode
ad_1544,75 m²
ad_1544,4 pièces
ad_1544,3 chambres
ad_1544,Exposé Nord Est
ad_1544,Cave
ad_1544,1 salle de bain
ad_1544,1 salle d’eau
ad_1544,1 WC
ad_1544,Fibre : déployée*
ad_1544,1 place de parking
ad_1544,1 box
ad_1544,2e étage (sur 30)
ad_1544,Construit en 1962
ad_1544,Ascenseur
ad_1544,Interphone
ad_65,47 m²
ad_65,2 pièces
ad_65,1 chambre
ad_65,Exposé Sud
ad_65,Chauffage : électricité 
ad_65,1 salle d’eau
ad_65,1 WC
ad_65,1er étage (sur 3)
ad_1813,90 m²
ad_1813,3 pièces
ad_1813,2 chambres
ad_1813,Exposé Est Ouest
ad_1813,Cave
ad_1813,1 salle de bain
ad_1813,1 salle d’eau
ad_1813,1 WC
ad_1813,Fibre : déployée*
ad_1813,Calme
ad_1813,6e étage (sur 8)
ad_1813,Construit en 1930
ad_1813,Ascenseur
ad_1813,Digicode
ad_1813,Interphone
ad_1813,Gardien
ad_1873,53 m²
ad_1873,3 pièces
ad_1873,1 chambre
ad_1873,Exposé Nord Ouest
ad_1873,Cave
ad_1873,1 salle d’eau
ad_1873,1 WC
ad_1873,Fibre : déployée*
ad_1873,1 place de parking
ad_1873,4e étage (sur 8)
ad_1873,Construit en 1972
ad_1873,Ascenseur
ad_1873,Interphone
ad_1873,Gardien
ad_104,89 m²
ad_104,4 pièces
ad_104,3 chambres
ad_104,Balcon
ad_104,Exposé Est
ad_104,Chauffage : gaz 
ad_104,Cave
ad_104,1 salle de bain
ad_104,1 salle d’eau
ad_104,1 WC
ad_104,Fibre : déployée*
ad_104,1 place de parking
ad_104,5e étage (sur 8)
ad_104,Ascenseur
ad_1356,85 m²
ad_1356,4 pièces
ad_1356,2 chambres
ad_1356,Exposé Ouest
ad_1356,Cave
ad_1356,1 salle d’eau
ad_1356,1 WC
ad_1356,3e étage (sur 5)
ad_1356,Ascenseur
ad_915,46 m²
ad_915,3 pièces
ad_915,2 chambres
ad_915,Chauffage : individuel
ad_915,Fibre : déployée*
ad_915,1er étage (sur 6)
ad_1748,25 m²
ad_1748,1 pièce
ad_1748,1 salle d’eau
ad_1748,Fibre : déployée*
ad_1748,Calme
ad_1748,Dernier étage (sur 6)
ad_1748,Construit en 1912
ad_1748,Digicode
ad_1748,Interphone
ad_1748,Gardien
ad_1349,30 m²
ad_1349,2 pièces
ad_1349,1 chambre
ad_1349,Terrasse
ad_1349,Exposé Ouest
ad_1349,Chauffage : gaz individuel
ad_1349,Cave
ad_1349,Duplex
ad_1349,1 salle de bain
ad_1349,2e étage (sur 5)
ad_1118,90 m²
ad_1118,4 pièces
ad_1118,3 chambres
ad_1118,Exposé Nord Est
ad_1118,Cave
ad_1118,1 salle de bain
ad_1118,1 WC
ad_1118,Fibre : déployée*
ad_1118,Calme
ad_1118,5e étage (sur 7)
ad_1118,Construit en 1933
ad_1118,Ascenseur
ad_1118,Digicode
ad_1118,Interphone
ad_1118,Gardien
ad_156,36 m²
ad_156,2 pièces
ad_156,1 chambre
ad_156,Exposé Ouest
ad_156,1 cave
ad_156,Cheminée
ad_156,Fibre : déployée*
ad_156,3e étage
ad_156,Digicode
ad_156,Interphone
ad_1985,"49,20 m²"
ad_1985,2 pièces
ad_1985,1 chambre
ad_1985,Exposé Est
ad_1985,1 cave
ad_1985,1 salle d’eau
ad_1985,Fibre : déployée*
ad_1985,2e étage (sur 7)
ad_1985,Ascenseur
ad_1292,25 m²
ad_1292,1 pièce
ad_1292,1 chambre
ad_1292,Récent
ad_1292,Exposé Sud Ouest
ad_1292,1 salle d’eau
ad_1292,1 WC
ad_1292,Fibre : déployée*
ad_1292,Calme
ad_1292,1er étage (sur 8)
ad_1292,Construit en 1960
ad_1292,Ascenseur
ad_1292,Digicode
ad_1292,Interphone
ad_1292,Gardien
ad_321,56 m²
ad_321,3 pièces
ad_321,1 chambre
ad_321,Exposé Traversant Est Ouest
ad_321,Chauffage : gaz 
ad_321,Cave
ad_321,1 salle de bain
ad_321,1 WC
ad_321,Fibre : déployée*
ad_321,2e étage (sur 3)
ad_375,55 m²
ad_375,2 pièces
ad_375,1 chambre
ad_375,Exposé Ouest
ad_375,Cave
ad_375,1 salle d’eau
ad_375,WC séparés
ad_375,Fibre : déployée*
ad_375,4e étage (sur 6)
ad_375,Construit en 1830
ad_375,Ascenseur
ad_375,Digicode
ad_375,Interphone
ad_1294,30 m²
ad_1294,2 pièces
ad_1294,1 chambre
ad_1294,Exposé Sud Est
ad_1294,1 salle d’eau
ad_1294,1 WC
ad_1294,Fibre : déployée*
ad_1294,Calme
ad_1294,2e étage (sur 5)
ad_1294,Construit en 1900
ad_1294,Digicode
ad_1294,Interphone
ad_745,"118,52 m²"
ad_745,5 pièces
ad_745,3 chambres
ad_745,Chauffage : individuel
ad_745,1 salle de bain
ad_745,Fibre : déployée*
ad_745,4e étage (sur 6)
ad_745,Ascenseur
ad_1707,85 m²
ad_1707,4 pièces
ad_1707,3 chambres
ad_1707,Exposé Est
ad_1707,Cave
ad_1707,2 salles d’eau
ad_1707,1 WC
ad_1707,Fibre : déployée*
ad_1707,Calme
ad_1707,Rez-de-chaussée
ad_1707,Construit en 1900
ad_1707,Ascenseur
ad_1707,Digicode
ad_802,"50,68 m²"
ad_802,2 pièces
ad_802,1 chambre
ad_802,Chauffage : gaz individuel 
ad_802,1 salle de bain
ad_802,1 WC
ad_802,Fibre : déployée*
ad_802,1er étage (sur 3)
ad_802,Construit en 1880
ad_636,157 m²
ad_636,5 pièces
ad_636,4 chambres
ad_636,Terrasse
ad_636,Balcon
ad_636,Exposé Sud Ouest
ad_636,Chauffage : individuel
ad_636,Cave
ad_636,Duplex
ad_636,4 salles de bain
ad_636,2 WC
ad_636,1 place de parking
ad_636,3e étage (sur 5)
ad_636,Ascenseur
ad_636,Gardien
ad_1935,41 m²
ad_1935,2 pièces
ad_1935,1 chambre
ad_1935,Chauffage : gaz individuel
ad_1935,1 salle d’eau
ad_1935,1 WC
ad_1935,Fibre : déployée*
ad_1935,2e étage (sur 6)
ad_2111,"61,68 m²"
ad_2111,3 pièces
ad_2111,2 chambres
ad_2111,1 cave
ad_2111,1 salle de bain
ad_2111,1 WC
ad_2111,Fibre : déployée*
ad_2111,1er étage (sur 5)
ad_2111,Construit en 1880
ad_2111,Digicode
ad_2111,Interphone
ad_1110,95 m²
ad_1110,4 pièces
ad_1110,2 chambres
ad_1110,Exposé Nord
ad_1110,Cave
ad_1110,Cheminée
ad_1110,1 salle de bain
ad_1110,1 WC
ad_1110,Alarme
ad_1110,1er étage (sur 7)
ad_1110,Construit en 1900
ad_1110,Ascenseur
ad_1110,Digicode
ad_1110,Interphone
ad_207,22 m²
ad_207,2 pièces
ad_207,1 chambre
ad_207,1 salle d’eau
ad_207,1 WC
ad_207,Fibre : déployée*
ad_207,Dernier étage (sur 6)
ad_207,Digicode
ad_157,36 m²
ad_157,2 pièces
ad_157,1 chambre
ad_157,Exposé Ouest
ad_157,1 cave
ad_157,Cheminée
ad_157,Fibre : déployée*
ad_157,3e étage
ad_157,Digicode
ad_157,Interphone
ad_282,63 m²
ad_282,3 pièces
ad_282,2 chambres
ad_282,Chauffage : électricité 
ad_282,Cave
ad_282,1 salle d’eau
ad_282,1 WC
ad_282,Fibre : déployée*
ad_282,3e étage (sur 5)
ad_140,20 m²
ad_140,1 pièce
ad_140,Chauffage : gaz collectif
ad_140,1 salle d’eau
ad_140,Fibre : déployée*
ad_140,4e étage
ad_1307,33 m²
ad_1307,2 pièces
ad_1307,1 chambre
ad_1307,1 salle de bain
ad_1307,1 WC
ad_1307,3e étage
ad_1307,Ascenseur
ad_352,76 m²
ad_352,4 pièces
ad_352,2 chambres
ad_352,Balcon
ad_352,Chauffage : gaz individuel
ad_352,Cave
ad_352,1 salle de bain
ad_352,1 salle d’eau
ad_352,1 WC
ad_352,Fibre : déployée*
ad_352,2e étage (sur 6)
ad_352,Ascenseur
ad_352,Digicode
ad_1065,169 m²
ad_1065,6 pièces
ad_1065,4 chambres
ad_1065,Exposé Ouest
ad_1065,Chauffage : gaz individuel
ad_1065,Cave
ad_1065,1 salle d’eau
ad_1065,2 WC
ad_1065,Fibre : déployée*
ad_1065,Rez-de-chaussée
ad_1065,Ascenseur
ad_1065,Gardien
ad_1438,165 m²
ad_1438,5 pièces
ad_1438,4 chambres
ad_1438,Exposé Sud Est
ad_1438,Cave
ad_1438,2 salles de bain
ad_1438,2 WC
ad_1438,Fibre : déployée*
ad_1438,Calme
ad_1438,1er étage (sur 6)
ad_1438,Construit en 1900
ad_1438,Ascenseur
ad_1438,Digicode
ad_1438,Interphone
ad_1438,Gardien
ad_261,"52,85 m²"
ad_261,2 pièces
ad_261,1 chambre
ad_261,Exposé Sud Est
ad_261,1 salle d’eau
ad_261,1 WC
ad_261,Fibre : déployée*
ad_261,1er étage (sur 4)
ad_261,Interphone
ad_43,28 m²
ad_43,1 pièce
ad_43,Chauffage : gaz collectif
ad_43,1 salle de bain
ad_43,1 salle d’eau
ad_43,1 WC
ad_43,Fibre : déployée*
ad_43,10e étage
ad_43,Ascenseur
ad_43,Interphone
ad_43,Gardien
ad_383,58 m²
ad_383,3 pièces
ad_383,2 chambres
ad_383,Exposé Est
ad_383,Cave
ad_383,1 salle de bain
ad_383,1 salle d’eau
ad_383,1 WC
ad_383,4e étage (sur 8)
ad_383,Ascenseur
ad_383,Digicode
ad_383,Interphone
ad_383,Gardien
ad_145,176 m²
ad_145,5 pièces
ad_145,2 chambres
ad_145,Exposé Est Ouest
ad_145,Cave
ad_145,1 salle d’eau
ad_145,1 WC
ad_145,Fibre : déployée*
ad_145,2e étage
ad_145,Construit en 1895
ad_145,Ascenseur
ad_41,68 m²
ad_41,3 pièces
ad_41,1 chambre
ad_41,Chauffage : gaz collectif
ad_41,1 salle d’eau
ad_41,Fibre : déployée*
ad_41,Rez-de-chaussée
ad_1026,158 m²
ad_1026,6 pièces
ad_1026,4 chambres
ad_1026,1 terrasse
ad_1026,3 salles de bain
ad_1026,3 WC
ad_1026,Fibre : déployée*
ad_1026,Calme
ad_1026,Rez-de-chaussée
ad_1026,Construit en 1900
ad_764,51 m²
ad_764,2 pièces
ad_764,1 chambre
ad_764,Exposé Nord Ouest
ad_764,Chauffage : Gaz
ad_764,Cave
ad_764,1 salle d’eau
ad_764,1 WC
ad_764,Fibre : déployée*
ad_764,1er étage (sur 6)
ad_764,Construit en 1920
ad_764,Ascenseur
ad_764,Digicode
ad_764,Interphone
ad_102,89 m²
ad_102,4 pièces
ad_102,3 chambres
ad_102,Balcon
ad_102,Exposé Est
ad_102,Chauffage : gaz 
ad_102,Cave
ad_102,1 salle de bain
ad_102,1 salle d’eau
ad_102,1 WC
ad_102,Fibre : déployée*
ad_102,1 place de parking
ad_102,5e étage (sur 8)
ad_102,Ascenseur
ad_1637,29 m²
ad_1637,2 pièces
ad_1637,1 chambre
ad_1637,Chauffage : individuel 
ad_1637,Cave
ad_1637,1 salle d’eau
ad_1637,1 WC
ad_1637,Fibre : déployée*
ad_1637,5 étages
ad_1637,Construit en 1920
ad_1637,Ascenseur
ad_1637,Digicode
ad_1637,Interphone
ad_1785,92 m²
ad_1785,4 pièces
ad_1785,3 chambres
ad_1785,Exposé Sud
ad_1785,Chauffage : radiateur 
ad_1785,Cave
ad_1785,1 salle de bain
ad_1785,1 salle d’eau
ad_1785,8e étage (sur 9)
ad_1785,Ascenseur
ad_48,"85,80 m²"
ad_48,4 pièces
ad_48,3 chambres
ad_48,Récent
ad_48,1 balcon
ad_48,Cave
ad_48,1 salle de bain
ad_48,1 salle d’eau
ad_48,2 WC
ad_48,Fibre : déployée*
ad_48,1 place de parking
ad_48,6e étage (sur 8)
ad_48,Construit en 1967
ad_48,Ascenseur
ad_48,Digicode
ad_48,Interphone
ad_1703,"54,78 m²"
ad_1703,3 pièces
ad_1703,2 chambres
ad_1703,Chauffage : individuel 
ad_1703,1 salle de bain
ad_1703,1 WC
ad_1703,4 étages
ad_1703,Construit en 1860
ad_1703,Digicode
ad_355,80 m²
ad_355,3 pièces
ad_355,2 chambres
ad_355,Terrasse
ad_355,Balcon
ad_355,Exposé Ouest
ad_355,Chauffage : électricité 
ad_355,Cave
ad_355,1 salle d’eau
ad_355,1 WC
ad_355,1 place de parking
ad_355,5e étage (sur 6)
ad_355,Ascenseur
ad_355,Interphone
ad_355,Gardien
ad_1525,70 m²
ad_1525,3 pièces
ad_1525,1 chambre
ad_1525,Exposé Sud Est
ad_1525,Cheminée
ad_1525,1 salle de bain
ad_1525,1 WC
ad_1525,Fibre : déployée*
ad_1525,Calme
ad_1525,Rez-de-chaussée
ad_1525,Construit en 1930
ad_1525,Digicode
ad_1525,Interphone
ad_1525,Gardien
ad_1057,53 m²
ad_1057,2 pièces
ad_1057,1 chambre
ad_1057,Chauffage : individuel 
ad_1057,Cave
ad_1057,1 salle de bain
ad_1057,2 WC
ad_1057,Fibre : déployée*
ad_1057,Rez-de-chaussée
ad_1057,Construit en 1880
ad_144,176 m²
ad_144,5 pièces
ad_144,2 chambres
ad_144,Exposé Est Ouest
ad_144,Cave
ad_144,1 salle d’eau
ad_144,1 WC
ad_144,Fibre : déployée*
ad_144,2e étage
ad_144,Construit en 1895
ad_144,Ascenseur
ad_1320,"75,41 m²"
ad_1320,3 pièces
ad_1320,2 chambres
ad_1320,1 balcon
ad_1320,Chauffage : Collectif
ad_1320,1 salle de bain
ad_1320,WC séparés
ad_1320,21e étage (sur 32)
ad_1320,Ascenseur
ad_1320,Digicode
ad_1320,Interphone
ad_1146,45 m²
ad_1146,3 pièces
ad_1146,1 chambre
ad_1146,Exposé Sud
ad_1146,Chauffage : électricité 
ad_1146,Cave
ad_1146,1 salle d’eau
ad_1146,1 WC
ad_1146,Fibre : déployée*
ad_1146,2e étage (sur 5)
ad_1075,88 m²
ad_1075,4 pièces
ad_1075,3 chambres
ad_1075,2 terrasses
ad_1075,2 balcons
ad_1075,1 salle d’eau
ad_1075,1 WC
ad_1075,Fibre : déployée*
ad_1075,Calme
ad_1075,1 box
ad_1075,8e étage (sur 11)
ad_1075,Construit en 1964
ad_1075,Ascenseur
ad_743,"118,52 m²"
ad_743,5 pièces
ad_743,3 chambres
ad_743,Chauffage : individuel
ad_743,1 salle de bain
ad_743,Fibre : déployée*
ad_743,4e étage (sur 6)
ad_743,Ascenseur
ad_1464,"26,48 m²"
ad_1464,1 pièce
ad_1464,Récent
ad_1464,Cave
ad_1464,1 salle de bain
ad_1464,1 WC
ad_1464,Fibre : déployée*
ad_1464,Calme
ad_1464,3e étage (sur 6)
ad_1464,Construit en 1978
ad_1464,Ascenseur
ad_1464,Digicode
ad_1464,Interphone
ad_1464,Gardien
ad_1766,32 m²
ad_1766,1 pièce
ad_1766,1 salle d’eau
ad_1766,Fibre : déploiement planifié*
ad_1766,4 étages
ad_1766,Construit en 1505
ad_1975,72 m²
ad_1975,3 pièces
ad_1975,2 chambres
ad_1975,Exposé Sud Ouest
ad_1975,Cave
ad_1975,Duplex
ad_1975,1 salle de bain
ad_1975,1 WC
ad_1975,Ascenseur
ad_1103,"33,50 m²"
ad_1103,2 pièces
ad_1103,1 chambre
ad_1103,Exposé Est
ad_1103,Cave
ad_1103,1 salle d’eau
ad_1103,1 WC
ad_1103,Calme
ad_1103,5 étages
ad_1103,Construit en 1890
ad_1103,Digicode
ad_1680,177 m²
ad_1680,6 pièces
ad_1680,3 chambres
ad_1680,1 salle de bain
ad_1680,2 WC
ad_1680,Fibre : déployée*
ad_1680,Calme
ad_1680,Rez-de-chaussée
ad_1680,Construit en 1880
ad_624,"40,50 m²"
ad_624,2 pièces
ad_624,1 chambre
ad_624,Exposé Nord Sud
ad_624,Chauffage : gaz individuel 
ad_624,Cave
ad_624,1 salle d’eau
ad_624,1 WC
ad_624,Calme
ad_624,Dernier étage (sur 2)
ad_624,Construit en 1850
ad_1556,"40,76 m²"
ad_1556,2 pièces
ad_1556,1 chambre
ad_1556,Terrasse de 10 m²
ad_1556,Fibre : déployée*
ad_1556,7e étage (sur 8)
ad_1556,Ascenseur
ad_1556,Digicode
ad_1556,Interphone
ad_1632,85 m²
ad_1632,3 pièces
ad_1632,2 chambres
ad_1632,Exposé Sud
ad_1632,1 salle de bain
ad_1632,2 WC
ad_1632,Fibre : déployée*
ad_1632,3e étage (sur 6)
ad_1632,Ascenseur
ad_1632,Gardien
ad_1561,"28,66 m²"
ad_1561,1 pièce
ad_1561,Chauffage : collectif
ad_1561,1 salle de bain
ad_1561,1er étage (sur 5)
ad_1561,Ascenseur
ad_1094,69 m²
ad_1094,3 pièces
ad_1094,2 chambres
ad_1094,Balcon
ad_1094,Cave
ad_1094,1 salle de bain
ad_1094,1 WC
ad_1094,Dernier étage (sur 10)
ad_1094,Ascenseur
ad_1199,50 m²
ad_1199,37 m² de terrain
ad_1199,2 pièces
ad_1199,1 chambre
ad_1199,Jardin
ad_1199,Exposé Sud Est
ad_1199,Cave
ad_1199,1 salle d’eau
ad_1199,1 WC
