ad_id,value
ad_759,1 chambre
ad_759,1 cave
ad_759,1 salle d’eau
ad_759,1 WC
ad_759,Fibre : déployée*
ad_759,1er étage (sur 3)
ad_759,Construit en 1870
ad_759,Digicode
ad_1019,116 m²
ad_1019,5 pièces
ad_1019,4 chambres
ad_1019,Refait à neuf
ad_1019,Exposé Est Ouest
ad_1019,Cave
ad_1019,1 salle de bain
ad_1019,1 salle d’eau
ad_1019,2 WC
ad_1019,Fibre : déployée*
ad_1019,1er étage (sur 5)
ad_1805,"72,03 m²"
ad_1805,3 pièces
ad_1805,2 chambres
ad_1805,Récent
ad_1805,Chauffage : collectif 
ad_1805,Cave
ad_1805,1 salle de bain
ad_1805,1 WC
ad_1805,Fibre : déployée*
ad_1805,1 place de parking
ad_1805,5 étages
ad_1805,Construit en 1970
ad_1805,Ascenseur
ad_1805,Digicode
ad_1805,Interphone
ad_1805,Gardien
ad_1830,64 m²
ad_1830,3 pièces
ad_1830,2 chambres
ad_1830,Chauffage : gaz collectif
ad_1830,Cave
ad_1830,1 salle de bain
ad_1830,1 salle d’eau
ad_1830,1 WC
ad_1830,3e étage
ad_1830,Ascenseur
ad_1182,"25,30 m²"
ad_1182,1 pièce
ad_1182,1 balcon
ad_1182,1 cave
ad_1182,1 salle de bain
ad_1182,1 WC
ad_1182,7e étage (sur 8)
ad_1182,Construit en 1930
ad_1182,Ascenseur
ad_1182,Digicode
ad_1182,Interphone
ad_1599,"105,36 m²"
ad_1599,7 pièces
ad_1599,5 chambres
ad_1599,Cheminée
ad_1599,2 salles de bain
ad_1599,3 WC
ad_1599,Calme
ad_1599,4e étage (sur 5)
ad_1599,Construit en 1880
ad_883,"194,44 m²"
ad_883,8 pièces
ad_883,4 chambres
ad_883,1 balcon
ad_883,Exposé Ouest
ad_883,Chauffage : gaz individuel 
ad_883,Cave
ad_883,Cheminée
ad_883,3 salles de bain
ad_883,2 salles d’eau
ad_883,3 WC
ad_883,Fibre : déployée*
ad_883,Calme
ad_883,Climatisation
ad_883,5e étage (sur 6)
ad_883,Construit en 1910
ad_883,Ascenseur
ad_883,Digicode
ad_883,Interphone
ad_411,"48,63 m²"
ad_411,2 pièces
ad_411,1 chambre
ad_411,Exposé Est
ad_411,1 salle d’eau
ad_411,1 WC
ad_411,Fibre : déployée*
ad_411,Calme
ad_411,1er étage (sur 6)
ad_411,Construit en 1880
ad_411,Ascenseur
ad_411,Digicode
ad_411,Interphone
ad_411,Gardien
ad_1326,34 m²
ad_1326,2 pièces
ad_1326,1 chambre
ad_1326,Exposé Est
ad_1326,Cave
ad_1326,1 salle d’eau
ad_1326,1er étage (sur 5)
ad_1326,Ascenseur
ad_1101,"34,32 m²"
ad_1101,2 pièces
ad_1101,1 chambre
ad_1101,1 salle d’eau
ad_1101,1 WC
ad_1101,Calme
ad_1101,3e étage (sur 7)
ad_1101,Construit en 1990
ad_1101,Ascenseur
ad_1101,Digicode
ad_1101,Interphone
ad_184,"117,42 m²"
ad_184,5 pièces
ad_184,4 chambres
ad_184,Exposé Nord Sud
ad_184,Cheminée
ad_184,1 salle de bain
ad_184,1 salle d’eau
ad_184,2 WC
ad_184,4e étage
ad_1404,"46,01 m²"
ad_1404,2 pièces
ad_1404,1 chambre
ad_1404,Chauffage : Collectif  Urbain
ad_1404,1 cave
ad_1404,1 salle de bain
ad_1404,1 WC
ad_1404,Fibre : déployée*
ad_1404,3e étage (sur 6)
ad_1404,Construit en 1970
ad_1404,Ascenseur
ad_1404,Digicode
ad_1008,72 m²
ad_1008,3 pièces
ad_1008,2 chambres
ad_1008,Exposé Sud
ad_1008,Cave
ad_1008,Cheminée
ad_1008,1 salle de bain
ad_1008,1 WC
ad_1008,Fibre : déployée*
ad_1008,1er étage (sur 6)
ad_1008,Construit en 1830
ad_1008,Ascenseur
ad_1008,Digicode
ad_1008,Gardien
ad_940,"94,51 m²"
ad_940,4 pièces
ad_940,2 chambres
ad_940,Fibre : déployée*
ad_940,23e étage (sur 30)
ad_2064,107 m²
ad_2064,5 pièces
ad_2064,3 chambres
ad_2064,Chauffage : gaz individuel
ad_2064,Cave
ad_2064,2 salles de bain
ad_2064,Fibre : déployée*
ad_2064,4e étage
ad_2064,Ascenseur
ad_2064,Gardien
ad_1752,30 m²
ad_1752,2 pièces
ad_1752,1 chambre
ad_1752,1 salle d’eau
ad_1752,1 WC
ad_1752,Fibre : déployée*
ad_1752,6 étages
ad_1752,Construit en 1910
ad_1752,Digicode
ad_72,75 m²
ad_72,3 pièces
ad_72,2 chambres
ad_72,Chauffage : gaz collectif
ad_72,1 salle de bain
ad_72,1 salle d’eau
ad_72,1 WC
ad_72,Fibre : déployée*
ad_72,5e étage (sur 11)
ad_72,Ascenseur
ad_673,17 m²
ad_673,1 pièce
ad_673,Fibre : déployée*
ad_673,1er étage (sur 4)
ad_673,Digicode
ad_673,Interphone
ad_1362,"41,25 m²"
ad_1362,2 pièces
ad_1362,1 chambre
ad_1362,1 cave
ad_1362,1 salle d’eau
ad_1362,1 WC
ad_1362,Fibre : déploiement planifié*
ad_1362,4e étage (sur 6)
ad_1563,"28,66 m²"
ad_1563,1 pièce
ad_1563,Chauffage : collectif
ad_1563,1 salle de bain
ad_1563,1er étage (sur 5)
ad_1563,Ascenseur
ad_436,135 m²
ad_436,5 pièces
ad_436,4 chambres
ad_436,2 terrasses
ad_436,Chauffage : collectif
ad_436,2 salles de bain
ad_436,Fibre : déployée*
ad_436,7 étages
ad_436,Ascenseur
ad_432,"96,82 m²"
ad_432,4 pièces
ad_432,2 chambres
ad_432,Exposé Nord Ouest
ad_432,Chauffage : gaz individuel 
ad_432,Cave
ad_432,Cheminée
ad_432,1 salle de bain
ad_432,1 WC
ad_432,Fibre : déployée*
ad_432,2e étage (sur 6)
ad_432,Digicode
ad_432,Interphone
ad_740,168 m²
ad_740,6 pièces
ad_740,4 chambres
ad_740,5 balcons (40 m²)
ad_740,Exposé Nord Est
ad_740,Cave
ad_740,1 salle de bain
ad_740,1 salle d’eau
ad_740,2 WC
ad_740,Fibre : déployée*
ad_740,2 places de parking
ad_740,2e étage (sur 14)
ad_740,Construit en 1970
ad_740,Ascenseur
ad_740,Interphone
ad_740,Gardien
ad_1419,"52,09 m²"
ad_1419,2 pièces
ad_1419,1 chambre
ad_1419,2 salles d’eau
ad_1419,2 WC
ad_1419,1er étage (sur 6)
ad_1697,49 m²
ad_1697,3 pièces
ad_1697,1 chambre
ad_1697,Exposé Nord Sud
ad_1697,Cave
ad_1697,1 salle d’eau
ad_1697,1 WC
ad_1697,Fibre : déployée*
ad_1697,5 étages
ad_1697,Construit en 1883
ad_1743,13 m²
ad_1743,1 pièce
ad_1743,1 salle d’eau
ad_1743,Fibre : déployée*
ad_1743,Rez-de-chaussée
ad_1743,Digicode
ad_1624,56 m²
ad_1624,3 pièces
ad_1624,2 chambres
ad_1624,Cave
ad_1624,1 salle d’eau
ad_1624,1 WC
ad_1624,Fibre : déployée*
ad_1624,Disponible le 30 avril 2022
ad_1624,4e étage
ad_1624,Ascenseur
ad_1819,70 m²
ad_1819,3 pièces
ad_1819,2 chambres
ad_1819,1 salle de bain
ad_1819,WC séparés
ad_1819,Fibre : déployée*
ad_1819,Dernier étage (sur 4)
ad_1819,Construit en 1850
ad_1819,Digicode
ad_1819,Interphone
ad_1973,80 m²
ad_1973,3 pièces
ad_1973,2 chambres
ad_1973,1 balcon
ad_1973,Chauffage : électrique 
ad_1973,Cave
ad_1973,1 salle de bain
ad_1973,1 WC
ad_1973,1 place de parking
ad_1973,3e étage (sur 5)
ad_1973,Construit en 1993
ad_1973,Ascenseur
ad_1973,Gardien
ad_995,"70,44 m²"
ad_995,3 pièces
ad_995,2 chambres
ad_995,Exposé Est
ad_995,Cave
ad_995,1 salle de bain
ad_995,WC séparés
ad_995,1 parking intérieur
ad_995,1 place de parking
ad_995,19e étage
ad_995,Ascenseur
ad_995,Digicode
ad_995,Interphone
ad_995,Gardien
ad_752,28 m²
ad_752,1 pièce
ad_752,1 chambre
ad_752,1 salle d’eau
ad_752,1 WC
ad_752,Disponible le 1 août 2023
ad_752,5e étage
ad_529,"67,07 m²"
ad_529,3 pièces
ad_529,2 chambres
ad_529,Récent
ad_529,1 balcon
ad_529,Exposé Sud Est
ad_529,Chauffage : collectif 
ad_529,Cave
ad_529,1 salle de bain
ad_529,1 WC
ad_529,Fibre : déployée*
ad_529,Calme
ad_529,Dernier étage (sur 8)
ad_529,Construit en 1967
ad_529,Ascenseur
ad_529,Digicode
ad_529,Interphone
ad_586,80 m²
ad_586,3 pièces
ad_586,1 chambre
ad_586,Exposé Nord Ouest
ad_586,Cave
ad_586,1 salle d’eau
ad_586,1 WC
ad_586,Fibre : déployée*
ad_586,Calme
ad_586,Climatisation
ad_586,5e étage (sur 6)
ad_586,Construit en 1900
ad_586,Digicode
ad_586,Interphone
ad_586,Gardien
ad_170,32 m²
ad_170,1 pièce
ad_170,Terrasse
ad_170,1 salle de bain
ad_170,1 WC
ad_170,7e étage (sur 8)
ad_170,Construit en 1977
ad_170,Ascenseur
ad_1539,100 m²
ad_1539,5 pièces
ad_1539,3 chambres
ad_1539,1 balcon
ad_1539,Exposé Nord Est
ad_1539,Cave
ad_1539,Cheminée
ad_1539,1 salle de bain
ad_1539,1 WC
ad_1539,Fibre : déployée*
ad_1539,Calme
ad_1539,4e étage (sur 6)
ad_1539,Construit en 1900
ad_1539,Ascenseur
ad_1539,Digicode
ad_1539,Interphone
ad_360,67 m²
ad_360,3 pièces
ad_360,2 chambres
ad_360,1 terrasse
ad_360,1 salle de bain
ad_360,1 WC
ad_360,Alarme
ad_360,Fibre : déployée*
ad_360,Rez-de-chaussée
ad_360,Construit en 1905
ad_360,Gardien
ad_1648,"37,02 m²"
ad_1648,1 pièce
ad_1648,Récent
ad_1648,1 salle d’eau
ad_1648,1 WC
ad_1648,Calme
ad_1648,Rez-de-chaussée
ad_1648,Construit en 2002
ad_1648,Ascenseur
ad_1191,50 m²
ad_1191,2 pièces
ad_1191,1 chambre
ad_1191,Exposé Ouest
ad_1191,Cave
ad_1191,Cheminée
ad_1191,1 salle d’eau
ad_1191,Fibre : déployée*
ad_1191,4e étage (sur 6)
ad_1191,Gardien
ad_1771,48 m²
ad_1771,3 pièces
ad_1771,2 chambres
ad_1771,Récent
ad_1771,Chauffage : mixte collectif 
ad_1771,1 salle d’eau
ad_1771,1 WC
ad_1771,Fibre : déployée*
ad_1771,6e étage (sur 7)
ad_1771,Construit en 1960
ad_1771,Ascenseur
ad_1771,Gardien
ad_47,87 m²
ad_47,4 pièces
ad_47,2 chambres
ad_47,Chauffage : gaz collectif
ad_47,Cave
ad_47,1 salle de bain
ad_47,1 salle d’eau
ad_47,1 WC
ad_47,4e étage (sur 6)
ad_47,Ascenseur
ad_47,Digicode
ad_47,Interphone
ad_817,45 m²
ad_817,2 pièces
ad_817,1 chambre
ad_817,Récent
ad_817,1 terrasse
ad_817,Chauffage : collectif 
ad_817,Cave
ad_817,1 salle d’eau
ad_817,1 WC
ad_817,Fibre : déployée*
ad_817,Aménagement pour Handicapés
ad_817,1 box
ad_817,Dernier étage (sur 8)
ad_817,Construit en 1972
ad_817,Ascenseur
ad_1990,39 m²
ad_1990,2 pièces
ad_1990,1 chambre
ad_1990,Cave
ad_1990,Cheminée
ad_1990,1 salle d’eau
ad_1990,Calme
ad_1990,6 étages
ad_1990,Construit en 1917
ad_1990,Digicode
ad_1990,Gardien
ad_222,46 m²
ad_222,3 pièces
ad_222,2 chambres
ad_222,Exposé Nord Ouest
ad_222,Chauffage : Electric
ad_222,1 salle d’eau
ad_222,1 WC
ad_222,Fibre : déployée*
ad_222,4e étage (sur 5)
ad_222,Construit en 1905
ad_222,Digicode
ad_222,Interphone
ad_1550,70 m²
ad_1550,3 pièces
ad_1550,2 chambres
ad_1550,1 salle de bain
ad_1550,1 WC
ad_1550,Fibre : déployée*
ad_1550,7 étages
ad_28,89 m²
ad_28,4 pièces
ad_28,3 chambres
ad_28,Balcon
ad_28,Exposé Est
ad_28,Chauffage : gaz 
ad_28,Cave
ad_28,1 salle de bain
ad_28,1 salle d’eau
ad_28,1 WC
ad_28,Fibre : déployée*
ad_28,1 place de parking
ad_28,5e étage (sur 8)
ad_28,Ascenseur
ad_942,"94,51 m²"
ad_942,4 pièces
ad_942,2 chambres
ad_942,Fibre : déployée*
ad_942,23e étage (sur 30)
ad_182,7 m²
ad_182,1 pièce
ad_182,Exposé Sud
ad_182,1 salle d’eau
ad_182,1 WC
ad_182,Fibre : déployée*
ad_182,Dernier étage (sur 7)
ad_182,Ascenseur
ad_190,121 m²
ad_190,4 pièces
ad_190,2 chambres
ad_190,Exposé Est
ad_190,Chauffage : individuel
ad_190,Duplex
ad_190,1 salle de bain
ad_190,1 WC
ad_190,Fibre : déployée*
ad_190,-1e étage (sur 1)
ad_1418,"52,09 m²"
ad_1418,2 pièces
ad_1418,1 chambre
ad_1418,2 salles d’eau
ad_1418,2 WC
ad_1418,1er étage (sur 6)
ad_285,24 m²
ad_285,1 pièce
ad_285,1 salle d’eau
ad_285,1 WC
ad_285,Fibre : déployée*
ad_285,Rez-de-chaussée
ad_285,Interphone
ad_246,100 m²
ad_246,5 pièces
ad_246,2 chambres
ad_246,Terrasse
ad_246,Cave
ad_246,2 salles d’eau
ad_246,2 WC
ad_246,1 étage
ad_553,54 m²
ad_553,2 pièces
ad_553,1 chambre
ad_553,Chauffage : gaz individuel 
ad_553,Cave
ad_553,Cheminée
ad_553,1 salle de bain
ad_553,1 WC
ad_553,Calme
ad_553,5e étage (sur 6)
ad_553,Construit en 1870
ad_553,Digicode
ad_345,54 m²
ad_345,3 pièces
ad_345,2 chambres
ad_345,1 salle d’eau
ad_345,1 WC
ad_345,Fibre : déployée*
ad_1069,"50,08 m²"
ad_1069,2 pièces
ad_1069,1 chambre
ad_1069,Chauffage : individuel
ad_1069,1 salle de bain
ad_1069,Fibre : déployée*
ad_1069,2e étage (sur 4)
ad_1524,"69,31 m²"
ad_1524,3 pièces
ad_1524,2 chambres
ad_1524,Chauffage : collectif 
ad_1524,Fibre : déployée*
ad_1524,3e étage (sur 7)
ad_1524,Ascenseur
ad_1334,"54,49 m²"
ad_1334,3 pièces
ad_1334,2 chambres
ad_1334,Récent
ad_1334,1 balcon
ad_1334,Exposé Est Ouest
ad_1334,Chauffage : mixte collectif 
ad_1334,Cave
ad_1334,1 salle d’eau
ad_1334,1 WC
ad_1334,Fibre : déployée*
ad_1334,Calme
ad_1334,11 étages
ad_1334,Ascenseur
ad_1334,Digicode
ad_1334,Interphone
ad_1334,Gardien
ad_784,14 m²
ad_784,1 pièce
ad_784,1 chambre
ad_784,Exposé Sud
ad_784,Cheminée
ad_784,1 salle d’eau
ad_784,1 WC
ad_784,Calme
ad_784,Dernier étage (sur 8)
ad_784,Ascenseur
ad_784,Digicode
ad_784,Interphone
ad_970,"47,45 m²"
ad_970,2 pièces
ad_970,1 chambre
ad_970,1 cave
ad_970,Cheminée
ad_970,Fibre : déployée*
ad_970,3e étage (sur 6)
ad_970,Digicode
ad_823,29 m²
ad_823,2 pièces
ad_823,1 chambre
ad_823,Chauffage : individuel
ad_823,1 salle de bain
ad_823,Fibre : déployée*
ad_823,2e étage (sur 4)
ad_1430,"27,85 m²"
ad_1430,1 pièce
ad_1430,1 salle de bain
ad_1430,1 WC
ad_1430,Fibre : déployée*
ad_916,46 m²
ad_916,3 pièces
ad_916,2 chambres
ad_916,Chauffage : individuel
ad_916,Fibre : déployée*
ad_916,1er étage (sur 6)
ad_1014,89 m²
ad_1014,4 pièces
ad_1014,3 chambres
ad_1014,6 balcons (5 m²)
ad_1014,Exposé Sud Est
ad_1014,Cave
ad_1014,1 salle de bain
ad_1014,1 WC
ad_1014,Dernier étage (sur 6)
ad_1014,Construit en 1800
ad_1014,Interphone
ad_1918,"62,54 m²"
ad_1918,2 pièces
ad_1918,1 chambre
ad_1918,Chauffage : Individuel  Gaz
ad_1918,1 cave
ad_1918,1 cheminée
ad_1918,1 salle d’eau
ad_1918,1 WC
ad_1918,Rez-de-chaussée
ad_1918,Construit en 1925
ad_1918,Ascenseur
ad_1918,Digicode
ad_1918,Interphone
ad_948,33 m²
ad_948,2 pièces
ad_948,1 chambre
ad_948,Exposé Ouest
ad_948,Chauffage : gaz individuel 
ad_948,Cave
ad_948,1 salle d’eau
ad_948,1 WC
ad_948,Fibre : déployée*
ad_948,1er étage (sur 4)
ad_948,Construit en 1875
ad_948,Digicode
ad_1621,110 m²
ad_1621,5 pièces
ad_1621,3 chambres
ad_1621,Exposé Est
ad_1621,Chauffage : gaz individuel
ad_1621,1 salle de bain
ad_1621,1 WC
ad_1621,4e étage (sur 5)
ad_1621,Interphone
ad_519,25 m²
ad_519,1 pièce
ad_519,1 chambre
ad_519,1 salle d’eau
ad_519,1 WC
ad_519,Fibre : déployée*
ad_519,Calme
ad_519,3 étages
ad_519,Construit en 1900
ad_519,Digicode
ad_1615,56 m²
ad_1615,3 pièces
ad_1615,2 chambres
ad_1615,Cave
ad_1615,1 salle d’eau
ad_1615,1 WC
ad_1615,Disponible le 30 avril 2022
ad_1615,4e étage
ad_1615,Ascenseur
ad_787,42 m²
ad_787,1 pièce
ad_787,1 chambre
ad_787,Duplex
ad_787,1 salle de bain
ad_787,1 WC
ad_787,Calme
ad_787,Climatisation
ad_787,5e étage (sur 6)
ad_787,Ascenseur
ad_787,Digicode
ad_709,"91,31 m²"
ad_709,5 pièces
ad_709,3 chambres
ad_709,1 cave
ad_709,1 salle d’eau
ad_709,1 WC
ad_709,3e étage (sur 6)
ad_709,Construit en 1914
ad_709,Ascenseur
ad_709,Digicode
ad_709,Interphone
ad_1949,"46,14 m²"
ad_1949,2 pièces
ad_1949,1 chambre
ad_1949,Chauffage : collectif
ad_1949,Fibre : déployée*
ad_1949,4e étage (sur 11)
ad_1949,Ascenseur
ad_1261,48 m²
ad_1261,2 pièces
ad_1261,1 chambre
ad_1261,Chauffage : individuel 
ad_1261,Cave
ad_1261,1 salle d’eau
ad_1261,1 WC
ad_1261,Fibre : déployée*
ad_1261,5 étages
ad_1261,Construit en 1891
ad_1261,Digicode
ad_1261,Interphone
ad_230,"107,34 m²"
ad_230,5 pièces
ad_230,3 chambres
ad_230,Cave
ad_230,2 salles d’eau
ad_230,2 WC
ad_230,Fibre : déployée*
ad_230,Calme
ad_230,2 places de parking
ad_230,3e étage (sur 6)
ad_230,Construit en 1937
ad_230,Ascenseur
ad_230,Digicode
ad_230,Interphone
ad_230,Gardien
ad_1107,75 m²
ad_1107,4 pièces
ad_1107,2 chambres
ad_1107,Exposé Est
ad_1107,Chauffage : collectif 
ad_1107,Cave
ad_1107,1 salle d’eau
ad_1107,1 WC
ad_1107,Fibre : déployée*
ad_1107,Calme
ad_1107,1er étage (sur 7)
ad_1107,Construit en 1900
ad_972,"47,45 m²"
ad_972,2 pièces
ad_972,1 chambre
ad_972,1 cave
ad_972,Cheminée
ad_972,Fibre : déployée*
ad_972,3e étage (sur 6)
ad_972,Digicode
ad_1265,63 m²
ad_1265,2 pièces
ad_1265,1 chambre
ad_1265,Récent
ad_1265,2 terrasses
ad_1265,Exposé Sud
ad_1265,Cave
ad_1265,1 salle de bain
ad_1265,1 WC
ad_1265,Fibre : déployée*
ad_1265,Calme
ad_1265,Aménagement pour Handicapés
ad_1265,1er étage (sur 7)
ad_1265,Construit en 1974
ad_1265,Ascenseur
ad_1265,Digicode
ad_1265,Interphone
ad_1265,Gardien
ad_600,49 m²
ad_600,2 pièces
ad_600,1 chambre
ad_600,Exposé Sud
ad_600,Cave
ad_600,1 salle d’eau
ad_600,1 WC
ad_600,Fibre : déployée*
ad_600,2e étage (sur 6)
ad_600,Ascenseur
ad_73,75 m²
ad_73,3 pièces
ad_73,2 chambres
ad_73,Chauffage : gaz collectif
ad_73,1 salle de bain
ad_73,1 salle d’eau
ad_73,1 WC
ad_73,Fibre : déployée*
ad_73,5e étage (sur 11)
ad_73,Ascenseur
ad_1393,90 m²
ad_1393,4 pièces
ad_1393,2 chambres
ad_1393,Exposé Est Ouest
ad_1393,Cave
ad_1393,Cheminée
ad_1393,1 salle de bain
ad_1393,1 WC
ad_1393,Fibre : déployée*
ad_1393,Calme
ad_1393,5 étages
ad_1393,Ascenseur
ad_1393,Digicode
ad_1393,Interphone
ad_1393,Gardien
ad_1205,79 m²
ad_1205,4 pièces
ad_1205,3 chambres
ad_1205,Cave
ad_1205,Fibre : déployée*
ad_1205,4e étage (sur 6)
ad_1205,Construit en 1900
ad_1205,Digicode
ad_1467,175 m²
ad_1467,5 pièces
ad_1467,3 chambres
ad_1467,Chauffage : collectif
ad_1467,1 salle d’eau
ad_1467,Fibre : déployée*
ad_1467,5e étage
ad_1467,Ascenseur
ad_704,66 m²
ad_704,3 pièces
ad_704,2 chambres
ad_704,Chauffage : individuel 
ad_704,1 salle de bain
ad_704,1 WC
ad_704,Fibre : déployée*
ad_704,Calme
ad_704,Dernier étage (sur 3)
ad_704,Construit en 1900
ad_1820,70 m²
ad_1820,3 pièces
ad_1820,2 chambres
ad_1820,1 salle de bain
ad_1820,WC séparés
ad_1820,Fibre : déployée*
ad_1820,Dernier étage (sur 4)
ad_1820,Construit en 1850
ad_1820,Digicode
ad_1820,Interphone
ad_264,75 m²
ad_264,34 m² de terrain
ad_264,4 pièces
ad_264,1 chambre
ad_264,Jardin
ad_264,Chauffage : Gaz Individuel 
ad_264,Fibre : déployée*
ad_264,Ascenseur
ad_264,Digicode
ad_1808,60 m²
ad_1808,3 pièces
ad_1808,2 chambres
ad_1808,Cave
ad_1808,1 salle de bain
ad_1808,1 WC
ad_1808,Fibre : déployée*
ad_1808,Calme
ad_1808,4e étage (sur 6)
ad_1808,Construit en 1900
ad_1838,72 m²
ad_1838,3 pièces
ad_1838,2 chambres
ad_1838,1 salle de bain
ad_1838,Fibre : déployée*
ad_1838,1er étage (sur 3)
ad_1580,55 m²
ad_1580,2 pièces
ad_1580,1 chambre
ad_1580,Récent
ad_1580,Cave
ad_1580,1 salle de bain
ad_1580,1 WC
ad_1580,Fibre : déployée*
ad_1580,1 place de parking
ad_1580,7e étage (sur 12)
ad_1580,Construit en 1973
ad_1580,Ascenseur
ad_1580,Digicode
ad_1580,Interphone
ad_1580,Gardien
ad_925,"65,50 m²"
ad_925,3 pièces
ad_925,2 chambres
ad_925,Exposé Sud Ouest
ad_925,Cave
ad_925,Cheminée
ad_925,1 salle d’eau
ad_925,1 WC
ad_925,Fibre : déployée*
ad_925,1er étage (sur 6)
ad_925,Construit en 1880
ad_925,Ascenseur
ad_1989,39 m²
ad_1989,2 pièces
ad_1989,1 chambre
ad_1989,Cave
ad_1989,Cheminée
ad_1989,1 salle d’eau
ad_1989,Calme
ad_1989,6 étages
ad_1989,Construit en 1917
ad_1989,Digicode
ad_1989,Gardien
ad_1616,56 m²
ad_1616,3 pièces
ad_1616,2 chambres
ad_1616,Cave
ad_1616,1 salle d’eau
ad_1616,1 WC
ad_1616,Disponible le 30 avril 2022
ad_1616,4e étage
ad_1616,Ascenseur
ad_766,80 m²
ad_766,2 pièces
ad_766,1 chambre
ad_766,1 salle de bain
ad_766,1 WC
ad_766,2e étage
ad_766,Ascenseur
ad_766,Digicode
ad_1816,108 m²
ad_1816,5 pièces
ad_1816,3 chambres
ad_1816,Balcon
ad_1816,Chauffage : collectif
ad_1816,Cave
ad_1816,1 salle de bain
ad_1816,1 salle d’eau
ad_1816,1 WC
ad_1816,Dernier étage (sur 10)
ad_1816,Ascenseur
ad_1364,50 m²
ad_1364,2 pièces
ad_1364,1 chambre
ad_1364,Chauffage : gaz individuel
ad_1364,Cave
ad_1364,1 salle d’eau
ad_1364,1 WC
ad_1364,Fibre : déployée*
ad_1364,Rez-de-chaussée
ad_1364,Ascenseur
ad_1364,Gardien
ad_1571,54 m²
ad_1571,2 pièces
ad_1571,1 chambre
ad_1571,Chauffage : gaz individuel
ad_1571,Cave
ad_1571,1 salle de bain
ad_1571,1 WC
ad_1571,Fibre : déployée*
ad_1571,2e étage (sur 4)
ad_1571,Ascenseur
ad_428,"46,80 m²"
ad_428,2 pièces
ad_428,1 chambre
ad_428,Cave
ad_428,Cheminée
ad_428,1 salle de bain
ad_428,1 WC
ad_428,3e étage (sur 6)
ad_428,Construit en 1910
ad_428,Interphone
ad_428,Gardien
ad_2037,"53,78 m²"
ad_2037,2 pièces
ad_2037,1 chambre
ad_2037,Récent
ad_2037,1 balcon
ad_2037,Cave
ad_2037,1 salle d’eau
ad_2037,1 WC
ad_2037,Fibre : déployée*
ad_2037,7 étages
ad_2037,Construit en 1981
ad_2037,Ascenseur
ad_2037,Digicode
ad_2037,Interphone
ad_1995,"89,51 m²"
ad_1995,5 pièces
ad_1995,3 chambres
ad_1995,Récent
ad_1995,1 terrasse
ad_1995,Cave
ad_1995,2 salles d’eau
ad_1995,2 WC
ad_1995,Fibre : déployée*
ad_1995,Aménagement pour Handicapés
ad_1995,1 box
ad_1995,6e étage (sur 8)
ad_1995,Construit en 1987
ad_1995,Ascenseur
ad_1961,43 m²
ad_1961,2 pièces
ad_1961,1 chambre
ad_1961,Cave
ad_1961,1 salle d’eau
ad_1961,1 WC
ad_1961,Fibre : déployée*
ad_1961,Calme
ad_1961,3e étage (sur 7)
ad_1961,Construit en 1890
ad_540,120 m²
ad_540,5 pièces
ad_540,4 chambres
ad_540,Exposé Est
ad_540,Cave
ad_540,Cheminée
ad_540,1 salle de bain
ad_540,1 WC
ad_540,Fibre : déployée*
ad_540,Calme
ad_540,2e étage (sur 6)
ad_540,Construit en 1880
ad_540,Ascenseur
ad_540,Digicode
ad_540,Interphone
ad_1618,"79,50 m²"
ad_1618,3 pièces
ad_1618,2 chambres
ad_1618,1 terrasse
ad_1618,Exposé Sud Est
ad_1618,Cave
ad_1618,1 salle de bain
ad_1618,1 WC
ad_1618,Fibre : déployée*
ad_1618,Aménagement pour Handicapés
ad_1618,1 place de parking
ad_1618,2e étage (sur 8)
ad_1618,Construit en 1994
ad_1618,Ascenseur
ad_1618,Interphone
ad_1618,Gardien
ad_1480,"88,66 m²"
ad_1480,4 pièces
ad_1480,2 chambres
ad_1480,1 balcon
ad_1480,Chauffage : Collectif
ad_1480,1 cave
ad_1480,1 salle d’eau
ad_1480,1 WC
ad_1480,Fibre : déployée*
ad_1480,1 place de parking
ad_1480,3e étage (sur 5)
ad_1480,Digicode
ad_135,70 m²
ad_135,3 pièces
ad_135,1 chambre
ad_135,Chauffage : gaz collectif
ad_135,Cave
ad_135,1 salle d’eau
ad_135,1 WC
ad_135,Fibre : déployée*
ad_1733,"55,29 m²"
ad_1733,3 pièces
ad_1733,2 chambres
ad_1733,Chauffage : collectif
ad_1733,1 salle de bain
ad_1733,Fibre : déployée*
ad_1733,1 place de parking
ad_1733,4e étage (sur 6)
ad_1733,Ascenseur
ad_1866,150 m²
ad_1866,6 pièces
ad_1866,4 chambres
ad_1866,1 terrasse
ad_1866,Exposé Nord
ad_1866,Cave
ad_1866,2 salles de bain
ad_1866,1 salle d’eau
ad_1866,3 WC
ad_1866,Fibre : déployée*
ad_1866,Calme
ad_1866,Rez-de-chaussée
ad_1866,Construit en 1900
ad_1866,Ascenseur
ad_1866,Digicode
ad_1866,Interphone
ad_1866,Gardien
ad_1996,"89,51 m²"
ad_1996,5 pièces
ad_1996,3 chambres
ad_1996,Récent
ad_1996,1 terrasse
ad_1996,Cave
ad_1996,2 salles d’eau
ad_1996,2 WC
ad_1996,Fibre : déployée*
ad_1996,Aménagement pour Handicapés
ad_1996,1 box
ad_1996,6e étage (sur 8)
ad_1996,Construit en 1987
ad_1996,Ascenseur
ad_760,75 m²
ad_760,3 pièces
ad_760,1 salle d’eau
ad_760,Fibre : déployée*
